imdbid,genre,country
tt0088930,"['Comedy', 'Crime', 'Mystery']",['USA']
tt0088939,['Drama'],['USA']
tt0088944,"['Action', 'Adventure', 'Thriller']",['USA']
tt0088960,"['Comedy', 'Romance', 'Sci-Fi']",['USA']
tt0089017,"['Comedy', 'Drama']",['USA']
tt0089118,"['Action', 'Thriller']",['USA']
tt0089155,"['Comedy', 'Crime', 'Mystery']",['USA']
tt0089175,"['Horror', 'Thriller']",['USA']
tt0089200,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0089218,"['Adventure', 'Comedy', 'Family']",['USA']
tt0089348,"['Action', 'Thriller']",['USA']
tt0089370,"['Action', 'Adventure', 'Comedy']",['USA']
tt0089457,"['Adventure', 'Comedy', 'Drama']","['USA', 'Italy']"
tt0089469,"['Adventure', 'Fantasy', 'Romance']",['USA']
tt0089489,"['Action', 'Horror', 'Mystery']","['UK', 'USA']"
tt0089504,['Comedy'],['USA']
tt0089530,"['Action', 'Adventure', 'Sci-Fi']",['Australia']
tt0089560,"['Biography', 'Drama']",['USA']
tt0089572,"['Crime', 'Thriller']",['USA']
tt0089730,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0089755,"['Biography', 'Drama', 'Romance']","['USA', 'UK']"
tt0089791,"['Adventure', 'Comedy', 'Family']",['USA']
tt0089822,['Comedy'],['USA']
tt0089853,"['Comedy', 'Fantasy', 'Romance']",['USA']
tt0089886,"['Comedy', 'Romance', 'Sci-Fi']",['USA']
tt0089901,"['Action', 'Adventure', 'Comedy']","['USA', 'Mexico']"
tt0089907,"['Comedy', 'Horror', 'Sci-Fi']",['USA']
tt0089927,"['Drama', 'Sport']",['USA']
tt0089945,"['Comedy', 'Western']","['USA', 'Spain']"
tt0090022,"['Action', 'Crime', 'Drama']",['USA']
tt0090056,"['Adventure', 'Comedy']",['USA']
tt0090060,"['Drama', 'Romance']",['USA']
tt0090142,"['Comedy', 'Fantasy']",['USA']
tt0090264,"['Action', 'Adventure', 'Thriller']",['UK']
tt0090305,"['Comedy', 'Romance', 'Sci-Fi']",['USA']
tt0090329,"['Crime', 'Drama', 'Romance']",['USA']
tt0090357,"['Adventure', 'Fantasy', 'Mystery']",['USA']
tt0090555,"['Action', 'Adventure', 'Comedy']",['Australia']
tt0090633,"['Animation', 'Adventure', 'Comedy']",['USA']
tt0090685,"['Comedy', 'Romance', 'Sport']",['USA']
tt0090713,"['Comedy', 'Drama', 'Sport']",['USA']
tt0090728,"['Action', 'Adventure', 'Comedy']",['USA']
tt0090756,"['Drama', 'Mystery', 'Thriller']",['USA']
tt0090830,"['Drama', 'Romance']",['USA']
tt0090837,"['Comedy', 'Horror', 'Sci-Fi']",['USA']
tt0090856,['Comedy'],['USA']
tt0090859,"['Action', 'Crime', 'Thriller']","['USA', 'Israel']"
tt0090927,"['Action', 'Adventure', 'Drama']","['USA', 'Israel']"
tt0091042,['Comedy'],['USA']
tt0091055,"['Action', 'Adventure', 'Comedy']",['USA']
tt0091080,"['Horror', 'Thriller']",['USA']
tt0091129,"['Action', 'Adventure', 'Comedy']",['USA']
tt0091159,"['Comedy', 'Drama']",['USA']
tt0091167,"['Comedy', 'Drama']",['USA']
tt0091188,"['Comedy', 'Drama']",['USA']
tt0091217,"['Drama', 'Sport']","['UK', 'USA']"
tt0091225,"['Action', 'Adventure', 'Comedy']",['USA']
tt0091244,"['Drama', 'Fantasy', 'Romance']","['France', 'Italy']"
tt0091306,"['Comedy', 'Romance', 'Thriller']",['USA']
tt0091326,"['Action', 'Family', 'Romance']",['USA']
tt0091431,"['Action', 'Adventure', 'Comedy']","['Hong Kong', 'Yugoslavia']"
tt0091530,"['Adventure', 'Drama', 'History']","['UK', 'France']"
tt0091541,['Comedy'],['USA']
tt0091699,"['Drama', 'Music']","['Netherlands', 'Italy', 'USA']"
tt0091763,"['Drama', 'War']","['USA', 'UK']"
tt0091777,['Comedy'],"['Canada', 'USA']"
tt0091778,['Horror'],['USA']
tt0091790,"['Comedy', 'Drama', 'Romance']",['USA']
tt0091875,"['Action', 'Comedy', 'Crime']",['USA']
tt0091934,"['Adventure', 'Comedy', 'Crime']",['UK']
tt0091949,"['Comedy', 'Family', 'Sci-Fi']",['USA']
tt0091983,"['Comedy', 'Crime', 'Romance']",['USA']
tt0092003,"['Action', 'Drama', 'Western']",['USA']
tt0092005,"['Adventure', 'Drama']",['USA']
tt0092007,"['Adventure', 'Comedy', 'Sci-Fi']",['USA']
tt0092076,"['Comedy', 'Horror']",['USA']
tt0092086,"['Comedy', 'Western']",['USA']
tt0092099,"['Action', 'Drama']",['USA']
tt0092115,"['Comedy', 'Fantasy', 'Horror']","['USA', 'Italy']"
tt0092493,"['Action', 'Adventure', 'Comedy']",['Australia']
tt0092563,"['Horror', 'Mystery', 'Thriller']","['UK', 'Canada', 'USA']"
tt0092605,"['Comedy', 'Drama', 'Romance']",['USA']
tt0092644,"['Action', 'Comedy', 'Crime']",['USA']
tt0092654,"['Comedy', 'Crime', 'Drama']",['USA']
tt0092675,"['Action', 'Biography', 'Drama']",['USA']
tt0092699,"['Comedy', 'Drama', 'Romance']",['USA']
tt0092710,"['Comedy', 'Crime']","['Canada', 'USA']"
tt0092890,"['Drama', 'Music', 'Romance']",['USA']
tt0092948,"['Documentary', 'Comedy']",['USA']
tt0093010,"['Drama', 'Thriller']",['USA']
tt0093075,"['Fantasy', 'Horror']",['Canada']
tt0093091,"['Comedy', 'Horror']",['USA']
tt0093137,"['Action', 'Drama', 'Thriller']",['USA']
tt0093148,"['Comedy', 'Family', 'Fantasy']",['USA']
tt0093164,"['Action', 'Crime', 'Drama']",['USA']
tt0093200,['Comedy'],['USA']
tt0093223,"['Crime', 'Thriller']",['USA']
tt0093300,"['Adventure', 'Horror', 'Thriller']",['USA']
tt0093409,"['Action', 'Crime', 'Thriller']",['USA']
tt0093428,"['Action', 'Adventure', 'Thriller']",['UK']
tt0093437,"['Comedy', 'Horror']",['USA']
tt0093493,"['Comedy', 'Fantasy', 'Romance']",['USA']
tt0093565,"['Comedy', 'Drama', 'Romance']",['USA']
tt0093605,"['Action', 'Crime', 'Drama']",['USA']
tt0093640,"['Action', 'Crime', 'Drama']",['USA']
tt0093660,"['Drama', 'Thriller']",['USA']
tt0093693,"['Comedy', 'Romance']",['USA']
tt0093713,['Drama'],"['Denmark', 'Sweden']"
tt0093748,"['Comedy', 'Drama']",['USA']
tt0093756,"['Comedy', 'Crime']",['USA']
tt0093773,"['Action', 'Adventure', 'Sci-Fi']","['USA', 'Mexico']"
tt0093779,"['Adventure', 'Family', 'Fantasy']",['USA']
tt0093822,"['Comedy', 'Crime']",['USA']
tt0093870,"['Action', 'Crime', 'Sci-Fi']",['USA']
tt0093886,"['Comedy', 'Romance']",['USA']
tt0093999,"['Family', 'Fantasy', 'Musical']",['USA']
tt0094006,"['Drama', 'Romance']",['USA']
tt0094012,"['Adventure', 'Comedy', 'Sci-Fi']",['USA']
tt0094027,"['Biography', 'Drama']",['USA']
tt0094072,"['Comedy', 'Romance']",['USA']
tt0094074,"['Action', 'Adventure', 'Family']","['UK', 'USA']"
tt0094118,"['Comedy', 'Fantasy']",['USA']
tt0094138,['Comedy'],['USA']
tt0094142,"['Comedy', 'Crime', 'Thriller']",['USA']
tt0094226,"['Crime', 'Drama', 'Thriller']",['USA']
tt0094291,"['Crime', 'Drama']",['USA']
tt0094321,"['Comedy', 'Music', 'Romance']",['USA']
tt0094608,"['Crime', 'Drama']","['Canada', 'USA']"
tt0094678,"['Comedy', 'Romance']",['USA']
tt0094721,"['Comedy', 'Fantasy']",['USA']
tt0094737,"['Comedy', 'Drama', 'Fantasy']",['USA']
tt0094744,"['Adventure', 'Comedy', 'Romance']",['USA']
tt0094783,"['Drama', 'Romance']",['USA']
tt0094812,"['Comedy', 'Romance', 'Sport']",['USA']
tt0094862,"['Horror', 'Thriller']",['USA']
tt0094894,"['Action', 'Crime', 'Drama']",['USA']
tt0094898,"['Comedy', 'Romance']",['USA']
tt0094910,['Comedy'],['USA']
tt0094921,"['Comedy', 'Romance']",['USA']
tt0095016,"['Action', 'Thriller']",['USA']
tt0095031,"['Comedy', 'Crime']",['USA']
tt0095082,"['Drama', 'History', 'Sport']",['USA']
tt0095159,"['Comedy', 'Crime']","['UK', 'USA']"
tt0095179,"['Horror', 'Thriller']",['USA']
tt0095188,"['Comedy', 'Drama']",['USA']
tt0095253,['Comedy'],['USA']
tt0095348,"['Action', 'Comedy', 'Crime']",['USA']
tt0095444,"['Comedy', 'Horror', 'Sci-Fi']",['USA']
tt0095489,"['Animation', 'Adventure', 'Drama']","['USA', 'Ireland']"
tt0095497,['Drama'],"['Canada', 'USA']"
tt0095560,"['Adventure', 'Family', 'Fantasy']",['USA']
tt0095593,"['Comedy', 'Crime', 'Romance']",['USA']
tt0095631,"['Action', 'Comedy', 'Crime']",['USA']
tt0095647,"['Crime', 'Drama', 'History']",['USA']
tt0095684,"['Comedy', 'Horror', 'Romance']",['USA']
tt0095690,"['Comedy', 'Drama', 'Romance']",['USA']
tt0095705,"['Comedy', 'Crime']",['USA']
tt0095765,['Drama'],"['Italy', 'France']"
tt0095897,"['Action', 'Crime', 'Mystery']",['USA']
tt0095925,"['Fantasy', 'Horror']",['USA']
tt0095953,['Drama'],['USA']
tt0095990,"['Comedy', 'Horror', 'Sci-Fi']",['USA']
tt0096061,"['Comedy', 'Drama', 'Fantasy']",['USA']
tt0096094,"['Comedy', 'Drama', 'Romance']",['USA']
tt0096101,"['Comedy', 'Drama', 'Family']",['USA']
tt0096118,"['Comedy', 'Horror']",['USA']
tt0096256,"['Action', 'Horror', 'Sci-Fi']",['USA']
tt0096316,"['Biography', 'Drama']",['USA']
tt0096320,"['Comedy', 'Crime']",['USA']
tt0096463,"['Comedy', 'Drama', 'Romance']",['USA']
tt0096486,"['Comedy', 'History']",['Australia']
tt0096487,"['Action', 'Western']",['USA']
tt0096734,"['Comedy', 'Mystery', 'Thriller']",['USA']
tt0096764,"['Adventure', 'Comedy', 'Fantasy']","['UK', 'West Germany']"
tt0096769,"['Horror', 'Thriller']",['USA']
tt0096787,"['Animation', 'Comedy', 'Drama']","['Ireland', 'UK', 'USA']"
tt0096874,"['Adventure', 'Comedy', 'Sci-Fi']",['USA']
tt0096895,"['Action', 'Adventure']","['USA', 'UK']"
tt0096933,"['Action', 'Crime', 'Thriller']",['USA']
tt0096969,"['Biography', 'Drama', 'War']",['USA']
tt0097138,"['Action', 'Sci-Fi', 'Thriller']",['USA']
tt0097216,"['Comedy', 'Drama']",['USA']
tt0097236,"['Comedy', 'Drama', 'Romance']",['USA']
tt0097239,['Drama'],['USA']
tt0097240,"['Crime', 'Drama']",['USA']
tt0097257,"['Comedy', 'Musical', 'Romance']","['UK', 'France', 'USA']"
tt0097322,"['Comedy', 'Drama', 'Music']",['USA']
tt0097336,"['Biography', 'Drama', 'History']","['USA', 'Mexico']"
tt0097351,"['Drama', 'Family', 'Fantasy']",['USA']
tt0097366,"['Comedy', 'Crime', 'Mystery']",['USA']
tt0097388,"['Adventure', 'Horror', 'Thriller']","['USA', 'Canada']"
tt0097428,"['Action', 'Comedy', 'Fantasy']",['USA']
tt0097441,"['Biography', 'Drama', 'History']",['USA']
tt0097481,"['Comedy', 'Crime', 'Drama']",['USA']
tt0097499,"['Action', 'Biography', 'Drama']",['UK']
tt0097500,"['Comedy', 'Crime', 'Mystery']",['USA']
tt0097576,"['Action', 'Adventure']",['USA']
tt0097613,"['Action', 'Crime', 'Mystery']",['USA']
tt0097647,"['Action', 'Drama', 'Family']",['USA']
tt0097659,"['Action', 'Sport', 'Thriller']",['USA']
tt0097733,"['Action', 'Crime', 'Thriller']",['USA']
tt0097737,"['Adventure', 'Horror', 'Mystery']","['USA', 'Italy']"
tt0097742,"['Action', 'Adventure', 'Thriller']","['UK', 'Mexico', 'USA']"
tt0097757,"['Animation', 'Family', 'Fantasy']",['USA']
tt0097758,"['Adventure', 'Comedy', 'Family']",['USA']
tt0097778,['Comedy'],['USA']
tt0097815,"['Comedy', 'Sport']",['USA']
tt0097937,"['Biography', 'Drama']","['Ireland', 'UK']"
tt0097958,['Comedy'],['USA']
tt0098042,"['Comedy', 'Drama', 'Thriller']",['USA']
tt0098067,"['Comedy', 'Drama']",['USA']
tt0098084,"['Horror', 'Thriller']",['USA']
tt0098090,"['Drama', 'Horror', 'Music']","['USA', 'UK', 'Hungary']"
tt0098141,"['Action', 'Crime', 'Drama']","['Australia', 'USA']"
tt0098206,"['Action', 'Thriller']",['USA']
tt0098258,"['Comedy', 'Drama', 'Romance']",['USA']
tt0098309,['Comedy'],['USA']
tt0098382,"['Action', 'Adventure', 'Fantasy']",['USA']
tt0098384,"['Comedy', 'Drama', 'Romance']",['USA']
tt0098453,"['Comedy', 'Fantasy', 'Romance']",['USA']
tt0098546,"['Comedy', 'Drama']",['USA']
tt0098554,['Comedy'],['USA']
tt0098577,"['Comedy', 'Horror']",['USA']
tt0098621,"['Comedy', 'Romance']",['USA']
tt0098625,"['Comedy', 'Crime']",['USA']
tt0098627,"['Adventure', 'Comedy', 'Crime']",['USA']
tt0098635,"['Comedy', 'Drama', 'Romance']",['USA']
tt0098994,"['Crime', 'Drama', 'Mystery']",['USA']
tt0099044,"['Action', 'Comedy', 'Crime']",['USA']
tt0099077,"['Biography', 'Drama']",['USA']
tt0099088,"['Adventure', 'Comedy', 'Sci-Fi']",['USA']
tt0099141,"['Action', 'Comedy']",['USA']
tt0099180,"['Comedy', 'Horror', 'Sci-Fi']",['USA']
tt0099204,"['Comedy', 'Crime']",['USA']
tt0099253,"['Horror', 'Thriller']",['USA']
tt0099329,"['Comedy', 'Musical']",['USA']
tt0099348,"['Adventure', 'Drama', 'Western']","['USA', 'UK']"
tt0099365,"['Action', 'Sci-Fi', 'Thriller']",['USA']
tt0099371,"['Action', 'Drama', 'Sport']",['USA']
tt0099399,"['Action', 'Adventure', 'Crime']",['USA']
tt0099423,"['Action', 'Thriller']",['USA']
tt0099487,"['Drama', 'Fantasy', 'Romance']",['USA']
tt0099558,"['Action', 'Adventure', 'Comedy']",['Hong Kong']
tt0099582,"['Drama', 'Horror', 'Sci-Fi']",['USA']
tt0099587,"['Action', 'Drama', 'Thriller']",['USA']
tt0099653,"['Drama', 'Fantasy', 'Romance']",['USA']
tt0099674,"['Crime', 'Drama']",['USA']
tt0099703,"['Crime', 'Drama', 'Thriller']","['USA', 'Canada']"
tt0099726,['Drama'],"['USA', 'UK', 'France']"
tt0099785,"['Comedy', 'Family']",['USA']
tt0099797,"['Crime', 'Drama', 'Romance']",['USA']
tt0099810,"['Action', 'Adventure', 'Thriller']",['USA']
tt0099850,"['Crime', 'Drama', 'Thriller']","['USA', 'Canada']"
tt0099938,"['Comedy', 'Crime']",['USA']
tt0100054,"['Adventure', 'Drama', 'Thriller']",['USA']
tt0100107,"['Crime', 'Horror', 'Action']",['USA']
tt0100114,"['Action', 'Adventure', 'Crime']",['USA']
tt0100133,"['Action', 'Drama', 'War']","['UK', 'Japan', 'USA']"
tt0100135,"['Action', 'Comedy', 'Crime']",['USA']
tt0100157,"['Drama', 'Thriller']",['USA']
tt0100196,"['Adventure', 'Drama', 'History']",['USA']
tt0100232,"['Action', 'Adventure', 'Thriller']",['USA']
tt0100258,['Horror'],['USA']
tt0100301,['Comedy'],['USA']
tt0100403,"['Action', 'Horror', 'Sci-Fi']",['USA']
tt0100486,"['Biography', 'Drama', 'Mystery']","['USA', 'Japan', 'UK']"
tt0100502,"['Action', 'Crime', 'Sci-Fi']",['USA']
tt0100507,"['Drama', 'Sport']",['USA']
tt0100519,"['Comedy', 'Drama']","['UK', 'USA']"
tt0100530,"['Drama', 'Romance', 'Thriller']",['USA']
tt0100680,"['Drama', 'Romance']","['USA', 'Canada']"
tt0100740,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0100814,"['Comedy', 'Horror']",['USA']
tt0100828,"['Crime', 'Drama', 'Mystery']",['USA']
tt0100935,"['Comedy', 'Crime', 'Drama']",['USA']
tt0100944,"['Adventure', 'Comedy', 'Family']","['UK', 'USA']"
tt0101272,"['Comedy', 'Fantasy']",['USA']
tt0101301,"['Comedy', 'Family', 'Romance']",['USA']
tt0101318,"['Drama', 'Romance']",['France']
tt0101329,"['Animation', 'Adventure', 'Family']",['USA']
tt0101371,"['Drama', 'Comedy']",['USA']
tt0101393,"['Crime', 'Drama', 'Mystery']",['USA']
tt0101410,"['Comedy', 'Drama', 'Thriller']","['USA', 'UK']"
tt0101452,"['Adventure', 'Comedy', 'Fantasy']",['USA']
tt0101507,"['Crime', 'Drama']",['USA']
tt0101523,"['Comedy', 'Fantasy', 'Romance']",['USA']
tt0101540,"['Crime', 'Thriller']",['USA']
tt0101587,['Comedy'],['USA']
tt0101615,"['Comedy', 'Drama', 'Music']",['USA']
tt0101625,"['Comedy', 'Crime', 'Mystery']","['Germany', 'USA']"
tt0101635,"['Comedy', 'Drama', 'Family']",['USA']
tt0101698,"['Comedy', 'Drama', 'Fantasy']",['USA']
tt0101701,"['Comedy', 'Fantasy']",['USA']
tt0101745,"['Comedy', 'Drama', 'Romance']",['USA']
tt0101764,"['Action', 'Crime']",['USA']
tt0101846,"['Action', 'Thriller']",['USA']
tt0101889,"['Comedy', 'Drama', 'Fantasy']",['USA']
tt0101912,"['Comedy', 'Drama', 'Romance']",['USA']
tt0101917,"['Fantasy', 'Horror']",['USA']
tt0101921,['Drama'],['USA']
tt0101984,['Drama'],['USA']
tt0102005,"['Action', 'Crime', 'Drama']",['USA']
tt0102011,"['Comedy', 'Drama', 'Romance']",['USA']
tt0102057,"['Adventure', 'Comedy', 'Family']",['USA']
tt0102059,"['Action', 'Comedy']",['USA']
tt0102103,"['Biography', 'Comedy', 'Music']","['UK', 'France']"
tt0102138,"['Drama', 'History', 'Thriller']","['France', 'USA']"
tt0102175,"['Drama', 'Romance']",['USA']
tt0102266,"['Action', 'Comedy', 'Crime']",['USA']
tt0102303,['Comedy'],['USA']
tt0102316,['Drama'],['USA']
tt0102370,"['Documentary', 'Music']",['USA']
tt0102388,"['Drama', 'Romance']",['USA']
tt0102395,"['Comedy', 'Fantasy', 'Romance']",['USA']
tt0102492,"['Comedy', 'Drama', 'Family']",['USA']
tt0102510,"['Comedy', 'Crime']",['USA']
tt0102517,"['Comedy', 'Sport']",['USA']
tt0102526,"['Action', 'Crime', 'Drama']",['USA']
tt0102555,"['Drama', 'Thriller']",['USA']
tt0102744,"['Action', 'Adventure', 'Drama']","['Australia', 'USA']"
tt0102749,"['Comedy', 'Crime']","['UK', 'USA']"
tt0102753,['Drama'],['USA']
tt0102768,"['Drama', 'Romance']",['USA']
tt0102798,"['Action', 'Adventure', 'Drama']","['USA', 'UK']"
tt0102915,"['Action', 'Comedy', 'Crime']",['USA']
tt0102926,"['Crime', 'Drama', 'Thriller']",['USA']
tt0102951,"['Comedy', 'Romance']",['USA']
tt0102960,"['Drama', 'Horror', 'Thriller']",['USA']
tt0102975,"['Action', 'Adventure', 'Sci-Fi']",['USA']
tt0103074,"['Adventure', 'Crime', 'Drama']","['USA', 'UK', 'France']"
tt0103596,"['Action', 'Comedy', 'Family']",['USA']
tt0103644,"['Action', 'Horror', 'Sci-Fi']",['USA']
tt0103759,"['Crime', 'Drama', 'Thriller']",['USA']
tt0103776,"['Action', 'Crime', 'Fantasy']","['USA', 'UK']"
tt0103786,"['Comedy', 'Drama', 'Family']",['USA']
tt0103850,"['Comedy', 'Drama']","['USA', 'UK']"
tt0103859,"['Comedy', 'Drama', 'Romance']",['USA']
tt0103873,"['Comedy', 'Horror']",['New Zealand']
tt0103874,['Horror'],['USA']
tt0103919,"['Horror', 'Thriller']","['USA', 'UK']"
tt0103956,"['Horror', 'Thriller']","['UK', 'USA']"
tt0103994,"['Drama', 'Romance']",['Mexico']
tt0104009,"['Animation', 'Comedy', 'Fantasy']",['USA']
tt0104036,"['Crime', 'Drama', 'Romance']","['UK', 'Japan', 'USA']"
tt0104040,"['Comedy', 'Drama', 'Romance']",['USA']
tt0104070,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0104107,"['Drama', 'Sport']",['USA']
tt0104231,"['Adventure', 'Drama', 'Romance']",['USA']
tt0104257,"['Drama', 'Thriller']",['USA']
tt0104265,"['Drama', 'Thriller']",['USA']
tt0104348,"['Crime', 'Drama', 'Mystery']",['USA']
tt0104377,"['Crime', 'Drama', 'Romance']",['USA']
tt0104409,['Horror'],['USA']
tt0104427,"['Biography', 'Crime', 'Drama']",['USA']
tt0104431,"['Adventure', 'Comedy', 'Crime']",['USA']
tt0104438,"['Comedy', 'Romance', 'Thriller']",['USA']
tt0104558,"['Action', 'Comedy', 'Crime']",['Hong Kong']
tt0104567,"['Comedy', 'Drama', 'Music']","['Switzerland', 'France', 'USA']"
tt0104573,"['Action', 'Crime', 'Drama']","['USA', 'UK']"
tt0104691,"['Action', 'Adventure', 'Drama']",['USA']
tt0104694,"['Comedy', 'Drama', 'Family']",['USA']
tt0104695,"['Comedy', 'Drama', 'Romance']",['USA']
tt0104714,"['Action', 'Crime', 'Thriller']",['USA']
tt0104765,['Drama'],['USA']
tt0104808,"['Action', 'Horror']",['USA']
tt0104815,"['Action', 'Crime', 'Thriller']","['Mexico', 'USA']"
tt0104952,"['Comedy', 'Crime']",['USA']
tt0105046,"['Drama', 'Western']",['USA']
tt0105112,"['Action', 'Thriller']",['USA']
tt0105121,"['Comedy', 'Horror', 'Mystery']",['USA']
tt0105128,"['Fantasy', 'Horror']",['USA']
tt0105236,"['Crime', 'Drama', 'Thriller']",['USA']
tt0105265,['Drama'],['USA']
tt0105323,['Drama'],['USA']
tt0105327,['Drama'],['USA']
tt0105414,"['Drama', 'Thriller']",['USA']
tt0105435,"['Comedy', 'Crime', 'Drama']",['USA']
tt0105488,"['Comedy', 'Drama', 'Music']","['Australia', 'UK']"
tt0105690,"['Action', 'Thriller']","['France', 'USA']"
tt0105695,"['Drama', 'Western']",['USA']
tt0105698,"['Action', 'Sci-Fi']",['USA']
tt0105793,"['Comedy', 'Music']",['USA']
tt0105812,"['Comedy', 'Drama', 'Sport']",['USA']
tt0106220,"['Comedy', 'Fantasy']",['USA']
tt0106308,"['Comedy', 'Horror']",['USA']
tt0106332,"['Drama', 'Music', 'Romance']","['China', 'Hong Kong']"
tt0106364,"['Animation', 'Action', 'Adventure']",['USA']
tt0106379,"['Comedy', 'Drama']","['UK', 'Japan']"
tt0106387,"['Comedy', 'Drama', 'Romance']",['USA']
tt0106452,"['Horror', 'Sci-Fi']",['USA']
tt0106455,"['Action', 'Crime', 'Drama']","['USA', 'France']"
tt0106598,"['Comedy', 'Sci-Fi']",['USA']
tt0106664,"['Horror', 'Mystery', 'Thriller']",['USA']
tt0106673,"['Comedy', 'Romance']",['USA']
tt0106677,['Comedy'],['USA']
tt0106701,"['Comedy', 'Family']",['USA']
tt0106770,"['Action', 'Biography', 'Drama']",['USA']
tt0106856,"['Crime', 'Drama', 'Thriller']","['France', 'USA']"
tt0106873,"['Comedy', 'Crime', 'Thriller']",['USA']
tt0106912,"['Biography', 'Drama', 'Fantasy']",['USA']
tt0106918,"['Drama', 'Mystery', 'Thriller']",['USA']
tt0107034,"['Drama', 'Thriller']",['USA']
tt0107048,"['Comedy', 'Fantasy', 'Romance']",['USA']
tt0107050,"['Comedy', 'Drama', 'Romance']",['USA']
tt0107076,"['Action', 'Adventure', 'Drama']",['USA']
tt0107144,"['Action', 'Comedy']",['USA']
tt0107178,"['Crime', 'Drama', 'History']",['USA']
tt0107206,"['Action', 'Crime', 'Drama']",['USA']
tt0107211,"['Drama', 'Romance']",['USA']
tt0107290,"['Action', 'Adventure', 'Sci-Fi']",['USA']
tt0107302,"['Crime', 'Drama', 'Thriller']",['USA']
tt0107362,"['Action', 'Adventure', 'Comedy']",['USA']
tt0107387,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0107426,['Drama'],"['France', 'Liechtenstein', 'UK']"
tt0107492,['Comedy'],['USA']
tt0107614,"['Comedy', 'Drama', 'Family']",['USA']
tt0107616,"['Comedy', 'Drama', 'Romance']","['UK', 'USA']"
tt0107818,['Drama'],['USA']
tt0107822,"['Drama', 'Music', 'Romance']","['New Zealand', 'Australia', 'France']"
tt0107863,['Western'],"['UK', 'USA', 'Netherlands']"
tt0107943,"['Drama', 'Romance']","['USA', 'UK']"
tt0107977,"['Adventure', 'Comedy', 'Musical']","['France', 'USA']"
tt0107983,"['Crime', 'Drama', 'Romance']","['UK', 'USA']"
tt0108002,"['Biography', 'Drama', 'Sport']",['USA']
tt0108026,['Drama'],['USA']
tt0108052,"['Biography', 'Drama', 'History']",['USA']
tt0108065,"['Biography', 'Drama']",['USA']
tt0108071,"['Drama', 'Family', 'Fantasy']","['UK', 'USA']"
tt0108148,"['Action', 'Crime', 'Drama']",['Hong Kong']
tt0108149,"['Comedy', 'Drama', 'Mystery']",['USA']
tt0108160,"['Comedy', 'Drama', 'Romance']",['USA']
tt0108162,"['Drama', 'Thriller']",['USA']
tt0108174,"['Comedy', 'Romance']",['USA']
tt0108187,"['Comedy', 'Crime']","['Italy', 'USA']"
tt0108525,"['Comedy', 'Music']",['USA']
tt0108550,['Drama'],['USA']
tt0109045,"['Comedy', 'Music']",['Australia']
tt0109120,"['Adventure', 'Drama', 'Family']",['USA']
tt0109254,"['Action', 'Comedy', 'Crime']",['USA']
tt0109279,"['Adventure', 'Drama', 'Family']","['USA', 'UK']"
tt0109288,"['Comedy', 'Action', 'Crime']",['USA']
tt0109305,"['Drama', 'Sport']",['USA']
tt0109340,['Drama'],['UK']
tt0109370,['Comedy'],"['USA', 'Canada']"
tt0109444,"['Action', 'Crime', 'Drama']","['USA', 'Mexico']"
tt0109445,['Comedy'],['USA']
tt0109447,['Comedy'],['USA']
tt0109506,"['Action', 'Drama', 'Fantasy']",['USA']
tt0109676,"['Action', 'Adventure', 'Thriller']",['USA']
tt0109686,['Comedy'],['USA']
tt0109830,"['Drama', 'Romance']",['USA']
tt0109831,"['Comedy', 'Drama', 'Romance']",['UK']
tt0109835,"['Biography', 'Western']",['USA']
tt0109913,"['Comedy', 'Drama', 'Romance']",['USA']
tt0110005,"['Biography', 'Crime', 'Drama']","['New Zealand', 'Germany']"
tt0110027,"['Action', 'Fantasy', 'Romance']","['UK', 'France', 'Canada']"
tt0110074,"['Comedy', 'Drama', 'Fantasy']","['UK', 'Germany', 'USA']"
tt0110099,"['Comedy', 'Romance']",['USA']
tt0110146,"['Drama', 'Romance']",['USA']
tt0110148,"['Drama', 'Horror']",['USA']
tt0110305,"['Family', 'Adventure']",['USA']
tt0110322,"['Drama', 'Romance', 'War']",['USA']
tt0110329,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0110366,"['Comedy', 'Family', 'Romance']",['USA']
tt0110367,"['Drama', 'Family', 'Romance']","['USA', 'Canada']"
tt0110413,"['Action', 'Crime', 'Drama']",['France']
tt0110475,"['Action', 'Comedy', 'Crime']",['USA']
tt0110516,"['Comedy', 'Romance']",['USA']
tt0110588,"['Biography', 'Drama']","['USA', 'Canada']"
tt0110598,"['Comedy', 'Drama']","['Australia', 'France']"
tt0110622,"['Comedy', 'Crime']",['USA']
tt0110638,['Drama'],['USA']
tt0110657,"['Action', 'Drama', 'Family']",['USA']
tt0110877,"['Biography', 'Comedy', 'Drama']","['Italy', 'France', 'Belgium']"
tt0110889,"['Drama', 'Romance']",['UK']
tt0110907,"['Comedy', 'Drama']",['USA']
tt0110912,"['Crime', 'Drama']",['USA']
tt0110950,"['Comedy', 'Drama', 'Romance']",['USA']
tt0110989,"['Comedy', 'Family']",['USA']
tt0111143,"['Action', 'Adventure', 'Crime']",['USA']
tt0111161,['Drama'],['USA']
