imdbid,cast
tt6215044,"{'Jason Tobias': 'Josh', 'Summer Spiro': 'Pam', 'DeJean Brown': 'Earl', 'Paola Menacho': 'Marjorie', 'Hari Williams': 'Greg', 'Gustavo Escobar': 'Ron       (as Gustavo Quiroz Jr.)', 'Arthur Roberts': 'Mel', 'Annabel Barrett': 'Molly', 'Jeff Harms': 'Nick', 'Kevin Young': 'Phil', 'Cedric Jonathan': 'Rob', 'Rickey Alexander Wilson': 'Tom       (as Ricky Wilson Jr.)', 'Paul Statman': 'Dr. Zicree', 'Ronak Gandhi': 'Cern Assistant', 'Roy Abramsohn': 'Ron Livingston'}"
tt5460416,"{'Jonathan Rosen': 'Malcolm', 'Lola Kirke': 'Lily', 'Dominic Chianese': 'Bart', 'Joanna Merlin': 'Miriam', 'Rosie Perez': 'Zoe', 'Ellen Barkin': 'Lucy', 'Scott Cohen': 'Mick', 'Merwin Goldsmith': 'Hirsch', 'Sondra James': 'Rose', 'Audrey Turner': 'Katrina', 'Michaela Antonella': 'Teenage Girl', 'Mike Faist': 'Teenage Boy', 'Gurdeep Singh': 'Juice Artisans Manager', 'Alison Wright': 'Therapist', 'Harold Hoffman': 'Melvin'}"
tt1411238,"{'Natalie Portman': 'Emma', 'Ashton Kutcher': 'Adam', 'Kevin Kline': 'Alvin', 'Cary Elwes': 'Dr. Metzner', 'Greta Gerwig': 'Patrice', 'Lake Bell': 'Lucy', 'Olivia Thirlby': 'Katie Kurtzman', 'Ludacris': ""Wallace       (as Chris 'Ludacris' Bridges)"", 'Jake Johnson': 'Eli', 'Mindy Kaling': 'Shira', 'Talia Balsam': 'Sandra Kurtzman', 'Ophelia Lovibond': 'Vanessa', 'Guy Branum': 'Guy', 'Ben Lawson': 'Sam', 'Jennifer Irwin': 'Megan'}"
tt3715296,"{'Grey Damon': 'Kevin', 'Bella Dayne': 'Zade', 'Stephen Dorff': 'Hank', 'Dan Fogler': 'Carl', 'James DeBello': 'Steve', 'Kim Allen': 'Sandy', 'James Moses Black': 'Gary', 'Carlos Velazquez': 'Cesar', 'Annalisa Chamberlin': 'Angie', 'Claudio Bellante': 'Clerk', 'Kenneth Kynt Bryan': 'Gay Guy at the Party', 'Theodus Crane': 'Sonny', 'Michelle DeVito': 'Bartender', 'Lara Grice': 'Constance', 'Ryan Charles Griffin': 'Silver Man'}"
tt5039994,"{'Kent Osborne': 'Mr. Butler', 'Dylan Sprouse': 'Lucas Ward', 'Rae Gray': 'Becca Vaughn', 'Alycia Delmore': 'Rachel Butler', 'Mitchell Edwards': 'Chris', 'Victoria Zeutzius': 'Paige', 'Chris Bauer': 'Mr. Ward', 'Leslie Thurston': 'Principal Fermont', 'Matthew J. Evans': 'Alex', 'Randall Park': 'Mr. Sheldon', 'Mark Kelly': 'Detective Speck', 'Helen Soraya': 'Mrs. Dubois', 'Robert Longstreet': 'Paul Garrett', 'Brooke Dillman': 'Valerie Lohman', 'Jeanette Maus': 'Nancy'}"
tt0113957,"{'Sandra Bullock': 'Angela Bennett', 'Jeremy Northam': 'Jack Devlin', 'Dennis Miller': 'Dr. Alan Champion', 'Diane Baker': 'Mrs. Bennett', 'Wendy Gazelle': 'Imposter', 'Ken Howard': 'Bergstrom', 'Ray McKinnon': 'Dale', 'Daniel Schorr': 'WNN Anchor', 'L. Scott Caldwell': 'Public Defender', 'Robert Gossett': 'Ben Phillips', 'Kristina Krofft': 'Nurse #1', 'Juan Garcia': 'Resort Desk Clerk       (as Juan García)', 'Tony Perez': 'Mexican Doctor', 'Margo Winkler': 'Mrs. Raines', 'Gene Kirkwood': 'Stan Whiteman'}"
tt2693580,"{'Lily Rabe': 'Miss Stevens', 'Timothée Chalamet': 'Billy', 'Lili Reinhart': 'Margot', 'Anthony Quintal': 'Sam', 'Oscar Nuñez': 'Principal Alvarez', 'Rob Huebel': 'Walter', 'Larry Bam Hall': 'Stage Manager', 'Noah Gray-Cabey': 'Other Student       (as Noah Gray)', 'Jammie Patton': 'Miss Conway', 'Mike Holley': 'AAA Guy', 'Tracey Wigfield': 'Front Desk Lady       (as Tracey L. Wigfield)', 'Nikhil Pai': 'Waiter', 'Tamir Yardenne': 'George', 'Kristin Slaysman': 'Head Female Judge', 'Temple Dean': 'Male Judge'}"
tt1869315,"{'Meredith Monroe': 'Katherine', 'Bonnie Dennison': 'Brooke', 'Michael Welch': 'Denny', 'Parker Coppins': 'Kyle Duncan', 'Donnabella Mortel': 'Dana', 'Amanda Ward': 'Kristin', 'Bill Oberst Jr.': 'Gary', 'Carl Donelson': 'Jose', 'Christina Myhr': 'Pam', 'David Chokachi': 'Walter Duncan', 'Gerald Webb': 'Nate', 'Kaiwi Lyman': 'Frankie       (as Kaiwi Lyman-Mersereau)', 'Tony Nowicki': 'Bryan       (as Tony Christopher)', 'Emily Erarcy': 'Emma Smith', 'Bennie Wilson': 'Samoja'}"
tt1972591,"{'Charlie Hunnam': 'Arthur', 'Astrid Bergès-Frisbey': 'The Mage', 'Jude Law': 'Vortigern', 'Djimon Hounsou': 'Bedivere', 'Eric Bana': 'Uther', 'Aidan Gillen': 'Bill', 'Freddie Fox': 'Rubio', 'Craig McGinlay': 'Percival', 'Tom Wu': 'George', 'Kingsley Ben-Adir': 'Wet Stick', 'Neil Maskell': 'Back Lack', 'Annabelle Wallis': 'Maggie', 'Zac Barker': 'Young Arthur 2 yrs', 'Oliver Barker': 'Young Arthur 2 yrs', 'Geoff Bell': 'Mischief John'}"
tt5716380,"{'Eliza Taylor': 'Kat Carter /              Meredith', 'Pablo Schreiber': 'Wyatt Rivers', 'Daniel Webber': 'Beaver', 'Ben Feldman': 'Jimmy', 'Lena Headey': 'Ellen', 'Grant Harvey': 'Troy', 'Jazzy De Lisser': 'Gina Anderson', 'Brigitte Kali Canales': 'Rhonda Marquez       (as Brigitte Kali)', 'Allius Barnes': 'Flip', 'Britain Dalton': 'Dean', 'Kandis Fay': 'Sharon', 'T.K. Weaver': 'Nathan', 'Brett Rice': 'Mason', 'Alexandra Manea': 'Layla Rivers', 'JoAnna Rhambo': 'Mrs. Flynn'}"
tt0081573,"{'Gene Hackman': 'Lex Luthor', 'Christopher Reeve': 'Superman /              Clark Kent', 'Ned Beatty': 'Otis', 'Jackie Cooper': 'Perry White', 'Sarah Douglas': 'Ursa', 'Margot Kidder': 'Lois Lane', ""Jack O'Halloran"": 'Non', 'Valerie Perrine': 'Eve Teschmacher', 'Susannah York': 'Lara', 'Clifton James': 'Sheriff', 'E.G. Marshall': 'The President', 'Marc McClure': 'Jimmy Olsen', 'Terence Stamp': 'General Zod', 'Leueen Willoughby': 'Leueen', 'Robin Pappas': 'Alice'}"
tt1907668,"{'Nadine Velazquez': 'Katerina Marquez', 'Denzel Washington': 'Whip Whitaker', 'Carter Cabassa': 'Son on Plane', 'Adam C. Edwards': 'Father on Plane       (as Adam Ciesielski)', 'Tamara Tunie': 'Margaret Thomason', 'Brian Geraghty': 'Ken Evans', 'Kelly Reilly': 'Nicole', ""Conor O'Neill"": 'Kip', 'Charlie E. Schmidt': 'Tiki Pot       (as Charlie E. Schmidt Jr.)', 'Will Sherrod': 'Schecter', 'Boni Yanagisawa': 'Camelia Satou', 'Adam Tomei': 'Fran', 'Dane Davenport': 'Derek Hogue', 'John Crow': 'Field Reporter', 'Bruce Greenwood': 'Charlie Anderson'}"
tt0185431,"{'Adam Sandler': 'Nicky', 'Patricia Arquette': 'Valerie Veran', 'Harvey Keitel': 'Dad', 'Rhys Ifans': 'Adrian', ""Tommy 'Tiny' Lister"": ""Cassius       (as Tommy 'Tiny' Lister Jr.)"", 'Rodney Dangerfield': 'Lucifer', 'Allen Covert': 'Todd', 'Peter Dante': 'Peter', 'Jonathan Loughran': 'John', 'Robert Smigel': 'Beefy       (voice)', 'Reese Witherspoon': 'Holly', 'Dana Carvey': 'Referee', 'Jon Lovitz': 'Peeper', 'Kevin Nealon': 'Gatekeeper', 'Michael McKean': 'Chief of Police'}"
tt0096101,"{'Tim Blaney': 'Johnny 5       (voice)', 'Fisher Stevens': 'Ben Jahveri', 'Michael McKean': 'Fred Ritter', 'Cynthia Gibb': 'Sandy Banatoni', 'Jack Weston': 'Oscar Baldwin', 'Dee McCafferty': 'Saunders', 'David Hemblen': 'Jones', 'Don Lake': 'Manic Mike', ""Damon D'Oliveira"": 'Bones', 'Tito Núñez': 'Zorro       (as Tito Nuñez)', 'Jason Kuriloff': 'Lil Man', 'Robert LaSardo': 'Spooky', 'Lili Francks': 'Officer Mendez', 'Wayne Best': ""Officer O'Malley"", 'Gerard Parkes': 'Priest       (as Gerry Parkes)'}"
tt1258972,"{'RZA': 'Blacksmith', 'Rick Yune': 'Zen Yi, The X-Blade', 'Russell Crowe': 'Jack Knife', 'Lucy Liu': 'Madam Blossom', 'Dave Bautista': 'Brass Body', 'Jamie Chung': 'Lady Silk', 'Cung Le': 'Bronze Lion', 'Byron Mann': 'Silver Lion', 'Daniel Wu': 'Poison Dagger', 'Zhu Zhu': 'Chi Chi', 'Chia-Hui Liu': 'Abbott       (as Gordon Liu)', 'Andrew Ng': 'Senior Monk', 'Kuan Tai Chen': 'Gold Lion', 'Yoyao Hsueh': 'Copper Lion       (as Xue Jing Yao)', 'Telly Liu': 'Iron Lion'}"
tt0892791,"{'Mike Myers': 'Shrek       (voice)', 'Eddie Murphy': 'Donkey       (voice)', 'Cameron Diaz': 'Princess Fiona       (voice)', 'Antonio Banderas': 'Puss in Boots       (voice)', 'Julie Andrews': 'Queen       (voice)', 'Jon Hamm': 'Brogan       (voice)', 'John Cleese': 'King       (voice)', 'Walt Dohrn': 'Rumpelstiltskin /              Priest /              Krekraw Ogre       (voice)', 'Jane Lynch': 'Gretched       (voice)', 'Craig Robinson': 'Cookie       (voice)', 'Lake Bell': 'Patrol Witch /              Wagon Witch #2       (voice)', 'Kathy Griffin': 'Dancing Witch /              Wagon Witch #1       (voice)', 'Mary Kay Place': 'Guard Witch       (voice)', 'Kristen Schaal': 'Pumpkin Witch /              Palace Witch       (voice)', 'Meredith Vieira': 'Broomsy Witch       (voice)'}"
tt3607812,"{'Jack Black': 'Himself', 'Jim Duggan': 'Himself', 'Mick Foley': 'Himself', 'Todd W. Fulkerson': 'Himself', 'David Golshan': 'Himself', 'Seth Green': 'Himself', 'Keith Elliot Greenberg': 'Himself', 'Bret Hart': 'Himself', 'Jimmy Hart': 'Himself', 'Hulk Hogan': 'Himself', 'Dwayne Johnson': 'Himself', 'Jian Magen': 'Himself', 'Page Magen': 'Himself', 'Greg Oliver': 'Himself', 'Bob Orton Sr.': 'Himself'}"
tt0448694,"{'Antonio Banderas': 'Puss in Boots       (voice)', 'Salma Hayek': 'Kitty Softpaws       (voice)', 'Zach Galifianakis': 'Humpty Alexander Dumpty       (voice)', 'Billy Bob Thornton': 'Jack       (voice)', 'Amy Sedaris': 'Jill       (voice)', 'Constance Marie': 'Imelda       (voice)', 'Guillermo del Toro': 'Moustache Man /              Comandante       (voice)', 'Mike Mitchell': 'Andy Beanstalk       (voice)', 'Rich Dietl': 'Bounty Hunter       (voice) (as Rich B. Dietl)', 'Ryan Crego': 'Luis       (voice)', 'Tom Wheeler': 'Bartender /              Mean Boy /              Wagon Driver /              Hotel Owner /              Rodrigo       (voice)', 'Conrad Vernon': 'Raoul /              Soldier       (voice)', 'Tom McGrath': 'Bar Thief       (voice)', 'Bob Joles': 'Giuseppe       (voice)', 'Latifa Ouaou': 'Crazy Woman /              Mean Girl /              Milk Lady /              Little Boy       (voice)'}"
tt8804688,"{'Kevin Guthrie': 'Brian', 'Siobhan Reilly': 'Sam', 'Stephen McCole': 'Jeff', 'Sara Vickers': 'Debbie', 'Conor McCarron': 'Eric', 'Cameron Fulton': 'Gavin', 'Jennifer Black': 'Maureen', 'Thomas Wilson': 'Oliver', 'Dolina MacLennan': 'Rose', 'Peter Kelly': 'Arthur', 'Kenneth Grant Ainslie': 'Calum', 'Harrison Nicholls': 'Jake', 'Neil Leiper': 'Simon', 'Simon Weir': 'Stevie Sparkles', 'John McColl': 'Jim'}"
tt1192628,"{'Johnny Depp': 'Rango /              Lars       (voice)', 'Isla Fisher': 'Beans       (voice)', 'Abigail Breslin': 'Priscilla       (voice)', 'Ned Beatty': 'Mayor       (voice)', 'Alfred Molina': 'Roadkill       (voice)', 'Bill Nighy': 'Rattlesnake Jake       (voice)', 'Stephen Root': 'Doc /              Merrimack /              Mr. Snuggles       (voice)', 'Harry Dean Stanton': 'Balthazar       (voice)', 'Timothy Olyphant': 'Spirit of the West       (voice)', 'Ray Winstone': 'Bad Bill       (voice)', 'Ian Abercrombie': 'Ambrose       (voice)', 'Gil Birmingham': 'Wounded Bird       (voice)', 'James Ward Byrkit': 'Waffles /              Gordy /              Papa Joad /              Cousin Murt /              Curlie /              Knife Attacker /              Rodent Kid       (voice)', 'Claudia Black': 'Angelique       (voice)', 'Blake Clark': 'Buford       (voice)'}"
tt0120630,"{'Phil Daniels': 'Fetcher       (voice)', 'Lynn Ferguson': 'Mac       (voice)', 'Mel Gibson': 'Rocky       (voice)', 'Tony Haygarth': 'Mr. Tweedy       (voice)', 'Jane Horrocks': 'Babs       (voice)', 'Miranda Richardson': 'Mrs. Tweedy       (voice)', 'Julia Sawalha': 'Ginger       (voice)', 'Timothy Spall': 'Nick       (voice)', 'Imelda Staunton': 'Bunty       (voice)', 'Benjamin Whitrow': 'Fowler       (voice)'}"
tt1277953,"{'Ben Stiller': 'Alex       (voice)', 'Chris Rock': 'Marty       (voice)', 'David Schwimmer': 'Melman       (voice)', 'Jada Pinkett Smith': 'Gloria       (voice)', 'Sacha Baron Cohen': 'Julien       (voice)', 'Cedric the Entertainer': 'Maurice       (voice)', 'Andy Richter': 'Mort       (voice)', 'Tom McGrath': 'Skipper /              First Policeman       (voice)', 'Frances McDormand': 'Captain Chantal Dubois       (voice)', 'Jessica Chastain': 'Gia       (voice)', 'Bryan Cranston': 'Vitaly       (voice)', 'Martin Short': 'Stefano       (voice)', 'Chris Miller': 'Kowalski       (voice)', 'Christopher Knights': 'Private       (voice)', 'Conrad Vernon': 'Mason /              Second Policeman       (voice)'}"
tt0413267,"{'Mike Myers': 'Shrek       (voice)', 'Eddie Murphy': 'Donkey       (voice)', 'Cameron Diaz': 'Princess Fiona       (voice)', 'Antonio Banderas': 'Puss in Boots       (voice)', 'Julie Andrews': 'Queen       (voice)', 'John Cleese': 'King       (voice)', 'Rupert Everett': 'Prince Charming       (voice)', 'Eric Idle': 'Merlin       (voice)', 'Justin Timberlake': 'Artie       (voice)', 'Susanne Blakeslee': 'Evil Queen       (voice)', 'Cody Cameron': 'Pinocchio /              Three Pigs       (voice)', 'Larry King': 'Doris       (voice)', 'Christopher Knights': 'Blind Mice /              Heckler /              Evil Tree #2 /              Guard #2       (voice)', 'John Krasinski': 'Lancelot       (voice)', 'Ian McShane': 'Captain Hook       (voice)'}"
tt0481499,"{'Nicolas Cage': 'Grug       (voice)', 'Emma Stone': 'Eep       (voice)', 'Ryan Reynolds': 'Guy       (voice)', 'Catherine Keener': 'Ugga       (voice)', 'Cloris Leachman': 'Gran       (voice)', 'Clark Duke': 'Thunk       (voice)', 'Chris Sanders': 'Belt       (voice)', 'Randy Thom': 'Sandy       (voice)'}"
tt0138749,"{'Kevin Kline': 'Tulio       (voice)', 'Kenneth Branagh': 'Miguel       (voice)', 'Rosie Perez': 'Chel       (voice)', 'Armand Assante': 'Tzekel-Kan       (voice)', 'Edward James Olmos': 'Chief       (voice)', 'Jim Cummings': 'Cortes       (voice)', 'Frank Welker': 'Altivo       (voice)', 'Tobin Bell': 'Zaragoza       (voice)', 'Duncan Marjoribanks': 'Acolyte       (voice)', 'Elijah Chiang': 'Kid #1       (voice)', 'Cyrus Shaki-Khan': 'Kid #2       (voice)', 'Elton John': 'Narrator       (voice)'}"
tt7399158,
tt1694020,"{'Barbra Streisand': 'Joyce Brewster', 'Seth Rogen': 'Andrew Brewster', 'Julene Renee': 'K-Mart Receptionist       (as Julene Renee-Preciado)', 'Zabryna Guevara': 'K-Mart Executive', 'John Funk': 'K-Mart Executive', 'Robert Curtis Brown': 'K-Mart Executive', 'Kathy Najimy': 'Gayle', 'Miriam Margolyes': 'Anita', 'Rose Abdoo': 'Diana', 'Tom Virtue': 'Mature Singles Man', 'Vivian Vanderwerd': 'Mature Singles Woman', 'Worth Howe': 'Bob', 'Vicki Goldsmith': 'Young Joyce', 'Matthew Levinson': 'Toddler Andy', 'Joseph Levinson': 'Toddler Andy'}"
tt0097778,"{'John Travolta': 'James', 'Kirstie Alley': 'Mollie', 'Olympia Dukakis': 'Rosie', 'George Segal': 'Albert', 'Abe Vigoda': 'Grandpa', 'Bruce Willis': 'Mikey       (voice)', 'Twink Caplan': 'Rona', 'Jason Schaller': 'Mikey', 'Jaryd Waterhouse': 'Mikey', 'Jacob Haines': 'Mikey', 'Christopher Aydon': 'Mikey', 'Joy Boushel': 'Melissa', 'Don S. Davis': 'Dr. Fleisher', 'Louis Heckerling': 'Lou', 'Brenda Crichlow': 'Secretary'}"
tt0479952,"{'Ben Stiller': 'Alex       (voice)', 'Chris Rock': 'Marty /              Additional Zebras       (voice)', 'David Schwimmer': 'Melman       (voice)', 'Jada Pinkett Smith': 'Gloria       (voice)', 'Sacha Baron Cohen': 'Julien       (voice)', 'Cedric the Entertainer': 'Maurice       (voice)', 'Andy Richter': 'Mort       (voice)', 'Bernie Mac': 'Zuba       (voice)', 'Alec Baldwin': 'Makunga       (voice)', 'Sherri Shepherd': 'Mom       (voice)', 'Will.i.am': 'Moto Moto       (voice) (as Will.I.Am)', 'Elisa Gabrielli': 'Nana       (voice)', 'Tom McGrath': 'Skipper /              Lemur       (voice)', 'Chris Miller': 'Kowalski       (voice)', 'Christopher Knights': 'Private       (voice)'}"
tt1911658,"{'Tom McGrath': 'Skipper       (voice)', 'Chris Miller': 'Kowalski       (voice)', 'Christopher Knights': 'Private       (voice)', 'Conrad Vernon': 'Rico       (voice)', 'John Malkovich': 'Dave       (voice)', 'Benedict Cumberbatch': 'Classified       (voice)', 'Ken Jeong': 'Short Fuse       (voice)', 'Annet Mahendru': 'Eva       (voice)', 'Peter Stormare': 'Corporal       (voice)', 'Andy Richter': 'Mort       (voice)', 'Danny Jacobs': 'King Julien       (voice)', 'Sean Charmatz': 'Cricket       (voice)', 'Werner Herzog': 'Documentary Filmmaker       (voice)', 'Stephen Kearin': 'Pilot /              Aquarium Employee       (voice)', 'Kelly Cooney': 'Mermaid Penguin       (voice)'}"
tt7454138,"{'Nina-Zofia Amerschläger': 'Mini', 'Achim Barremstrein': 'Hakon', 'Dagmar Bittner': 'Little Jane', 'Marie Blokhus': 'Helinor       (voice)', 'Eric Borner': 'Flipp', 'Damir Cosic': 'Martinus', 'Michael Deckner': 'Gustav', 'Anderz Eide': 'Storeblink       (voice)', 'Tanja Esche': 'Stella', 'Marcus Gunnarsen': 'Marcus       (voice)', 'Martinus Gunnarsen': 'Martinus       (voice)', 'Dirk Hardegen': 'Greifffer', 'Sylvia Heid': 'Frieda', 'Christine Hope': 'Duppe       (voice)', 'Andrea Bræin Hovig': 'Krana /              Jentebåt       (voice)'}"
tt0298148,"{'Mike Myers': 'Shrek       (voice)', 'Eddie Murphy': 'Donkey       (voice)', 'Cameron Diaz': 'Princess Fiona       (voice)', 'Julie Andrews': 'Queen       (voice)', 'Antonio Banderas': 'Puss In Boots       (voice)', 'John Cleese': 'King       (voice)', 'Rupert Everett': 'Prince Charming       (voice)', 'Jennifer Saunders': 'Fairy Godmother       (voice)', 'Aron Warner': 'Wolf       (voice)', 'Kelly Asbury': ""Page /              Elf /              Nobleman /              Nobleman's Son       (voice)"", 'Cody Cameron': 'Pinocchio /              Three Pigs       (voice)', 'Conrad Vernon': 'Gingerbread Man /              Cedric /              Announcer /              Muffin Man /              Mongo       (voice)', 'Christopher Knights': 'Blind Mouse       (voice)', 'David P. Smith': 'Herald /              Man with Box       (voice)', 'Mark Moseley': 'Mirror /              Dresser       (voice)'}"
tt0312528,"{'Mike Myers': 'The Cat', 'Alec Baldwin': 'Quinn', 'Kelly Preston': 'Mom', 'Dakota Fanning': 'Sally', 'Spencer Breslin': 'Conrad', 'Amy Hill': 'Mrs. Kwan', 'Sean Hayes': 'Mr. Humberfloob /              Voice of the Fish', 'Danielle C. Ryan': 'Thing One       (as Danielle Ryan Chuchran)', 'Taylor Rice': 'Thing One', 'Brittany Oaks': 'Thing Two', 'Talia-Lynn Prairie': 'Thing Two       (as Talia Prairie)', 'Dan Castellaneta': 'Thing One /              Thing Two       (voice)', 'Victor Brandt': 'Narrator       (voice)', 'Daran Norris': 'Announcer', 'Bugsy': 'Nevins'}"
tt7575480,"{'Kj Schrock': '(voice)', 'Sarah Taylor': '(voice)'}"
tt5667482,"{'Bonnie Dennison': 'Isabel /              Izzie       (voice)', 'Tori Spelling': 'April       (voice)', 'Zack Ward': 'Thurston       (voice)', 'Dawn Richard': 'Ginger /              Marcie /              Carmel       (voice)', 'Tom Virtue': 'Harold       (voice)', 'Joey Fatone': 'Carl       (voice)', 'Lynne Marie Stewart': 'Clara       (voice)', 'Paul M. Walker III': 'Seymour       (voice) (as Paul M. Walker)', 'Camille Licate': 'June       (voice)', 'Kim Little': 'Kristin       (voice)'}"
tt6499752,"{'Logan Marshall-Green': 'Grey Trace', 'Melanie Vallejo': 'Asha Trace', 'Steve Danielsen': 'Jeff Handley', 'Abby Craden': 'Kara       (voice)', 'Harrison Gilbertson': 'Eron Keen', 'Benedict Hardie': 'Fisk', 'Richard Cawthorne': 'Serk', 'Christopher Kirby': 'Tolan', 'Richard Anastasios': 'Wen', 'Kenny Low': 'Police Driver', 'Linda Cropper': 'Pamela', 'Betty Gabriel': 'Detective Cortez', 'Emily Havea': 'Nurse Henderson', 'Ming-Zhu Hii': 'Dr Diana Gordon', 'Simon Maiden': 'Stem       (voice)'}"
tt4943934,"{'Lane Townsend': 'Foster', 'Alan Pietruszewski': 'Neil', 'Jennifer Dorogi': 'Miranda', 'Arianna Afsar': 'Ellie', 'Chloe Farnworth': 'Ida', 'Chaim Dunbar': 'Andrews', 'Dionne Neish': 'Reiger', 'Caroline Williams': 'Ulyana', 'Eddy Owdish': 'Klaus', 'Caroline Attwood': 'Dana', 'Dan Czerwonka': 'Carlos', 'James Wong': 'Bryce', 'Maximilian Elfeldt': 'Jenkins', 'Amanda Dyba': 'Background person', 'Amy Hagan': 'Background person'}"
tt2196430,"{'Philip Coc': 'Philip Royce       (uncredited)', 'Eric Darins': 'Handsome       (uncredited)', 'Daniela Flynn': 'Dr. Susan Neiman       (uncredited)', 'Mjr. John Frear': 'Dr. Timothy Holden       (uncredited)', 'Dennis Johnson': 'Dennis Freisen       (uncredited)', 'Trey McCurley': 'Lt. Chris Thompson       (uncredited)', 'Kent Noralez': 'Kent Clarkson       (uncredited)', 'Saul Pech': 'Saul Vega       (uncredited)', 'Peter Pedrero': 'Peter Santos       (uncredited)', 'Andres Rash': 'Andres Revell       (uncredited)', 'Rupert Tablada': 'Top Dog       (uncredited)', 'Alan Usher': 'Major Alan Menton       (uncredited)', 'Chelsea Vincent': 'Julia Evans       (uncredited)'}"
tt0884732,"{'Kevin Hart': 'Jimmy Callahan /              Bic', 'Josh Gad': 'Doug Harris', 'Affion Crockett': 'Reggie /              Drysdale', 'Kaley Cuoco': 'Gretchen Palmer       (as Kaley Cuoco-Sweeting)', 'Jorge Garcia': 'Lurch /              Garvey', 'Dan Gill': 'Bronstein /              Dickerson', 'Corey Holcomb': 'Otis /              Alzado', 'Ken Howard': 'Ed Palmer', 'Colin Kane': 'Fitzgibbons /              Plunkett', 'Cloris Leachman': 'Grandma Palmer', 'Jenifer Lewis': 'Doris Jenkins', 'Alan Ritchson': 'Kip /              Carew', 'Mimi Rogers': 'Lois Palmer', 'Aaron Takahashi': 'Endo /              Rambis', 'Olivia Thirlby': 'Alison Palmer'}"
tt0279493,"{'Eddie Griffin': 'Undercover Brother /              Anton Jackson', 'Chris Kattan': 'Mr. Feather', 'Denise Richards': 'White She Devil', 'Aunjanue Ellis': 'Sistah Girl', 'Dave Chappelle': 'Conspiracy Brother', 'Chi McBride': 'The Chief', 'Neil Patrick Harris': 'Lance', 'Gary Anthony Williams': 'Smart Brother', 'Billy Dee Williams': 'Gen. Warren Boutwell', 'Jack Noseworthy': 'Mr. Elias', 'Robert Trumbull': 'The Man', 'J.D. Hall': 'Narrator       (voice)', 'William S. Taylor': 'Roscoe the Barber       (as William Taylor)', 'Shauna MacDonald': 'Wendy Marshall - TV Anchor', 'Ron Pardo': 'Chuck'}"
tt0763831,"{'Eddie Murphy': 'Jack McCall', 'Kerry Washington': 'Caroline McCall', 'Emanuel Ragsdale': 'Tyler McCall', 'Jill Basey': 'Woman in Starbucks', 'Greg Collins': 'Construction Worker', 'Robert LeQuang': 'Starbucks Customer', 'Michael G. Wilkinson': 'Starbucks Customer', 'Lyndsey Nelson': 'Starbucks Customer', 'Michael Cody Gilbert': 'Starbucks Customer', 'Lou Saliba': 'Shrink', 'John Gatins': 'Valet', 'Clark Duke': 'Aaron Wiseberger', 'Cliff Curtis': 'Dr. Sinja', 'Mitchell Fink': 'Male Agent', 'Edi Patterson': 'Young Female Agent'}"
tt1321509,"{'Keith David': 'Reverend Davis', 'Loretta Devine': 'Cynthia', 'Peter Dinklage': 'Frank', 'Ron Glass': 'Duncan', 'Danny Glover': 'Uncle Russell', 'Regina Hall': 'Michelle', 'Kevin Hart': 'Brian', 'Martin Lawrence': 'Ryan', 'James Marsden': 'Oscar', 'Tracy Morgan': 'Norman', 'Chris Rock': 'Aaron', 'Zoe Saldana': 'Elaine       (as Zoë Saldaña)', 'Columbus Short': 'Jeff', 'Luke Wilson': 'Derek', 'Regine Nehy': 'Martina'}"
tt0168501,"{'Taye Diggs': 'Harper Stewart', 'Nia Long': 'Jordan Armstrong', 'Morris Chestnut': 'Lance Sullivan', 'Harold Perrineau': 'Julian Murch', 'Terrence Howard': 'Quentin', 'Sanaa Lathan': 'Robin', 'Monica Calhoun': 'Mia Morgan', 'Melissa De Sousa': 'Shelby', 'Victoria Dillard': 'Anita', 'Regina Hall': 'Candy', 'Jim Moody': 'Uncle Skeeter', 'Jarrod Bunch': 'Wayne', ""Stu 'Large' Riley"": 'Fandango', 'Liris Crosse': 'Stripper', 'Lady Madonna': 'Stripper'}"
tt1640484,"{'Angela Bassett': 'Mrs. Watson', 'Paula Patton': 'Sabrina Watson', 'Laz Alonso': 'Jason Taylor', 'Loretta Devine': 'Mrs. Taylor', 'Meagan Good': 'Blythe', 'Tasha Smith': 'Shonda', 'Julie Bowen': 'Amy', 'DeRay Davis': 'Malcolm', 'Valarie Pettiford': 'Aunt Geneva', 'Mike Epps': 'Willie Earl', 'Pooch Hall': 'Ricky', 'Romeo Miller': 'Sebastian', 'Brian Stokes Mitchell': 'Mr. Watson', 'Gary Dourdan': 'Chef', 'T.D. Jakes': 'Reverend James'}"
tt0081562,"{'Gene Wilder': 'Skip Donahue', 'Richard Pryor': 'Harry Monroe', 'Georg Stanford Brown': 'Rory Schultebrand', 'JoBeth Williams': 'Meredith', 'Miguel Ángel Suárez': 'Jesus Ramirez       (as Miguelangel Suarez)', 'Craig T. Nelson': 'Deputy Ward Wilson', 'Barry Corbin': 'Warden Walter Beatty', 'Charles Weldon': 'Blade', 'Nicolas Coster': 'Warden Henry Sampson', 'Joel Brooks': 'Len Garber', 'Jonathan Banks': 'Jack Graham', 'Erland van Lidth': 'Grossberger       (as Erland Van Lidth De Jeude)', 'Lewis Van Bergen': 'Guard #1', 'Karmin Murcelo': 'Teresa Ramirez', 'Franklyn Ajaye': 'Young Man in Hospital'}"
