videoid,duration
76pNjmVp58w,101
83Lfw7BxsQE,112
kcniTaNYikg,175
6_u456zQtkY,116
Ewpzngfnvcc,174
fZflzybv5T0,88
RgaUubM7yyY,122
nqJIAz0C5Ig,176
aViOusNEtoU,116
0xHe1zkABYo,103
IAb5uq3GzZI,105
mCSno4xODKY,87
ohZ_J5yHSkc,179
VpmnPgUwVO8,136
fkQHKvo7ZAw,174
iga0_T5B8dU,111
YKZRedzkeU8,143
JfEde8D6XE8,109
KY-bRBsLLtA,175
1mLEN1SN9Eo,121
oRe8EuewinY,93
I8_tVvzJ1xg,95
euJyO4E3FzE,147
wbwXHxqxDwc,173
RJEoUwZdwfk,160
Rpr0n3A3_BU,176
yBd_y4V7vtc,138
3kNqc5Hrh0M,177
2_BwhA8M9-w,154
qgRXFJqB-9Q,178
IYHAqyiQ2i4,136
WlvCTpjwaXE,112
3tvpgXQ4y4Q,177
kHAHQMb4Lmc,155
mymHgUYBTfk,136
-DXU2ZHuiTs,74
bwH_nxsCKp8,174
RdG9KwpjxA0,170
UJ_zLBr1NxE,170
KW1fyTqH0oE,169
vW7-H-GGYwk,142
m1p-vJzqPKw,165
NkhIROsY7Pg,113
tdfhiqOFtjk,142
tgpGrfh6gM8,132
6LBW-X4DnSU,109
te2WMrdJ3yQ,184
Ctux2wyz_W8,130
H79X1JQ_S30,132
Ll-Ff-PIPOQ,159
UuuzF8Pyh0s,169
JNkxfdR9dXk,129
rxC2ZWU4IPo,155
5wcg-4j9CZ0,159
h5WL8to9Gq8,164
yYQtZCaPFaM,152
YxQJTlFyebM,150
su9foi8t6NI,179
6rGBqovePfY,174
cMPXArN7f9k,122
Zle2EnAj0Ms,95
y-m4KWfeyvs,153
JcRuXU7cvmo,111
LxKahh3H-3U,128
gmJtNjLjsNQ,170
msoyjm3gCBM,168
SHIG5bfYTs0,124
guEyoPzTkQw,106
N_3_HB0AfdY,175
DNpBEvHATIs,132
9_T2VQgL2XY,184
_sHXbqFJCr0,164
lfKcANi5Zrk,140
a81pNygdAXw,128
PIeiRgfL9e8,121
tnwarNcu3fc,151
ulALOA2LeNw,161
lRlgx_GFwyI,181
ZvytnyM6lRY,164
aRPInpAD3_o,138
1_CfcecGCVA,178
lPrJqB8ljAE,118
pQX-KEXTwmM,173
u3oi4L5tWQg,94
D4HGK-_5TkY,153
B1uEaZ1xSaI,161
BVrhwsgCuFU,84
dH3dqXHH0yU,167
AcOMZUiVuJM,116
VU3Tu4K4MOo,143
x39ZG34sn28,130
1CXkATQLZGk,192
ptOc-HdvEW0,170
GKAPU5e7miY,132
wH-i4ImreXs,134
os7KKfG3QE0,176
1reD-PYDpvk,104
9oiFkoROlu0,178
qjqJtri_EG4,152
z3t0ltbfMJ8,119
i4l0vA9bzaw,166
1iOnKJA2H7I,183
GMnwXB4A1iI,80
OTAO1MRbmNY,143
T31h3L_egm8,189
eGLC0vhemeA,174
18Qa__JYKdc,178
FxcIBbXalVg,172
QQFxcGwtEBY,146
ANAUjvgYxjQ,192
dcCsAQTY9lQ,124
IQuxKuLkByg,117
tGg3h7NtiXs,52
ywcKkb5buJI,131
r8uOQupi1iQ,119
1q-FL1Wd0EE,145
bdJPnMKhsnY,87
Yb4Lrplxq_A,42
XPhVzIgYjhc,178
uqA0WkLSyKI,179
x2jLrsMN6YY,146
aJZL2uoPRZg,183
k7oRzwLIgbo,84
dTVEd7WtyAw,193
sfCQQLSwz3s,128
8OS1xorvbAs,131
Tv5BC6yJ61o,201
056HlHORCIU,136
OTjYvVfWORo,139
0ACTvENkyD8,124
MWxa84PirUc,113
uUA0a8U7PdY,96
81YXRcpQSpE,123
8DkbFJ3uz54,163
Q3n3k6XRQ8s,44
jNNX5a8ogr8,172
v757jrOBkng,122
z7gYF5LF-ec,101
vhv17audEAo,166
YjJ2tMg4tTA,174
2NR-tebGw3U,160
aiJtAU0V_60,116
Fz2HMTuqy98,162
CiqtsKGMblU,182
ZmKECCbMc88,141
NkmUIQL4spM,130
wIC34lZi_NU,163
UZVhwFUQwcs,175
jz6VC23rVTE,135
PS2CC6WdNMk,150
tOeINWwKvoA,180
nry9GG4Z0CY,175
mxz_RfabdUo,145
YQJoemnpWaM,172
UkH65BsZg_g,168
DSaBwTpdfkQ,104
zmdsY7PIJDg,165
uSZi8oPRUkE,134
j-TPDJFWErg,178
SK4l-e7UvRs,46
TtALqoM5hkY,173
Qw9ltquDJRs,125
noAefY8KRoQ,131
4Cw7JHJuTt8,125
IWZLSjyJPsU,141
AsR-WnELodI,155
f1mbRj3ejAk,94
z1RLdJwkFZA,115
otsIUxrcoXQ,177
btfIH4Q2BQA,120
nA1lAszNSoI,165
K2hcF1oOHb8,169
zjm_GqK-Kmo,83
HLTpxttylTM,179
i3VHMIy8wHI,116
aYNntWtMi24,181
TFDiCTUAJuE,89
BxvRz4RftFY,116
13YnorzVWTE,64
EOQeU_6vbeg,246
aWUJI1UPuHs,128
9smHLhj75CU,106
aPUaHUwJJk8,176
l8MFxT9ILKY,171
o9-cFlOdXn8,134
QoWIRCVeXBc,131
e6B-T4KYIFQ,146
4JtubCgodCE,118
qS1MeoM8iA0,149
59wvo9e2XQY,255
OXUmjMKCR_c,179
pzG1ckuBqpg,173
97qWmPkODZA,181
AoB_mdZxNlY,195
FNX19RFNdGk,164
kNAO6eHuCjY,175
zYZIHnjnGSQ,124
UyOxOyfX4uM,92
_O9lT22rCj8,118
uSCNsJDEf1M,139
-LCqZeb1de0,140
VMteZw9UU-U,158
zU19JLG88tA,137
YygwTWUI8vc,84
29D9SkdtVBU,150
pb8pWn_yyF4,169
sISJ7r3kERg,128
-bYLI4I8vkI,121
3lex4AAgAfs,184
dZb8CGMC1zA,206
ZFMSluy-4gE,147
l6TGERgrXmA,159
XYc1XujRb1w,123
L7YVcnBbeeI,136
m8KBXUCttEw,178
q_VK4zsJWNw,154
h0i2KfT2SB0,179
UUD5-dcDdBw,105
g_TTG6vhg_4,130
U9t_bzEKBnA,120
QsCBiq5cET4,76
fDSyuyOtPRU,120
nJIecTXKUrc,175
1nwaifplKCI,128
C3rDWENRI7c,130
SBW3d6oYdkU,149
i9OLZ8rhtlk,119
32I5RODje3o,75
XFKhIBH23-Q,183
9JTGNwLdSDA,149
GYexCnV6cLY,180
4k1Vx0equfE,186
u_nHHDkfBWQ,181
G7_Mq3-ivsM,158
EntbO16GpNA,107
Rt3u4bU6EMU,98
a2qE4hG9XCk,158
p39lIRTEPY4,133
pizMaFdtY-s,179
VMhwOytHUsU,165
aBACy7VwhhA,204
A_n2FjVMiVY,120
vpTj6-4d5qA,174
4m15WAC5khw,122
BANrqTBnEy4,100
sIY7BQkbIT8,224
Qgx38Vxw7Bc,85
FTGtcjSMjy0,128
j0IXQIUh3jQ,183
XQ0Tlb8z3ow,104
u3xIs0aajN4,113
v5llnbqhLZM,179
4GlXOOYL_5I,184
a1DuE8E4DpM,158
qV0h46fpZeA,86
RybQmyBoWEQ,109
0_-45EGFtA4,98
kP5GKIrGoeQ,153
1xhIWaxWINs,205
mRIaK9Vf0Ns,189
tD9DfbbK6OE,170
tpsGUGc8Ri8,178
KTVlvs7mtkM,168
FkEU_g5u_1c,154
N-dpQITO2fo,172
9KkV_swvE2Q,176
vKhAdR1G9io,133
6VhCGQODB5U,165
M4YhJdAsgdU,175
kJKWjeMtEDM,171
MHyA5fJ18HA,179
tru0WMH7yic,180
DoVnHRhvtKI,101
vk5Kr-zV8AE,133
gm5nPntwGQA,121
F6dN5Kq5NZ8,180
_DtsWj_e2vI,120
xz3nif1TPDk,188
z2PH2-yl5Ho,180
QRWluPmgyow,178
QUtc_tjyrsI,132
dfALZ10xUyA,138
OYsV5RbHvA4,97
10khF4-1rbU,145
kgs8NvXfI9c,179
rp07bmYWtog,178
S6iFW-HoFwc,115
Ct-zGV4TgKY,184
YYo5jJy61T8,186
6-IGOKWYCDc,141
UF2c01_glHU,172
A8BfSnbFxj4,163
nKuJ6UvlGek,119
kVQN0ZDzIqU,166
JPA1TtBEIbc,179
aKtrjeCFCAg,179
Ddj5oGNtezI,150
rpy7vhvX8jw,149
KuLvoPT5PQM,130
I4mtL3Zs0Zs,156
t5nPC50ST0A,90
2zSE8r8jU_U,170
EvUbi66AGKI,184
kHQq6ri9MDI,146
n03zeBpWC0M,134
tNheq6EGWuU,173
H7zXX6EqGbI,159
t9vWi2ItxMc,127
bSm3d9ftiJA,168
rdCzBg9Xw8A,177
kzf7hr9O00k,143
iraWz0XdffE,114
S1_AkfEVPpI,96
rM5Bg89j9qo,86
2EQCpQbUrzI,207
mN22-ZrX-tc,160
0dGLAOaTgyw,163
JZzbTqTLiqU,131
JhMWopjJiI8,168
o-cA_1F05bU,154
YFnErcVxB-Q,133
poVn84doiN8,179
Ujm2mTIaGC0,137
_4DRXSdPuCo,184
WJOMiXmwfYE,167
4cyZctbdFik,174
4YuwbC-9aDI,105
isct-XNu38E,192
9ukjNhwdbGY,127
qWiGcXSaKUc,156
0H3xMXZWU78,120
wI1LRBDvSFs,152
AHjOZLikqoM,195
fVoHEZb6imE,96
geoi6Sxyg7g,176
gxacglqQMqE,91
crZlpaRXKFE,82
636QHxJvvjc,119
4V9xYmVeNL4,178
MQ1YkJX4SJM,91
fJV0KtMZ7x8,99
AoKtg7t1Y0M,127
TEtlsYtj5-s,147
ijjYDSqZOyA,167
isFVKJA4E-k,147
rA69NDoXRhI,128
ByRXX8KHS5o,177
bNiztacMAJ0,166
68av2-Ti-GU,171
OyUea4_exRU,171
530g3-fuGGU,140
1vhyMvNS3Ek,191
rKUEBIPe5F8,179
-utei4CzIzc,186
CfaPUQMa1gc,116
3fotxrK_Spg,104
DkpNYjgUlhw,177
6Kfqy-8C3o0,173
Aks95ziAQXU,183
t_GWHV52Tds,104
wkoHQdbhfOc,173
UyKyxHFIT3A,153
AYQjmj7cSM0,173
Q93k0-I6RC4,128
7WkMxJKKITM,177
r2C-3xQskdg,68
Bcdz003oBg8,142
0mmSi-63Y9U,130
oZlQMLXqw0g,131
wzYPC7FOJtc,142
ssS5S_E37G8,147
umcyzRBeJtE,129
SSY6_T2oAow,117
odNZhZSydNc,129
6T_01swH-OY,131
wJzWgX63LRs,132
LSTU_JJcJxQ,180
Kzw5aWCSZs8,177
XLAGTl0Nnws,122
PXMASW5YQl8,36
LKVJLiiBlOs,171
0Ij2veeSsE4,162
dhNjb67EpIU,179
s_h-ZXgEtNo,119
0K-qOSq4vz0,178
Tt2oL1sVVhM,139
xPwq9go3HDc,184
-whQdRI7wUQ,110
H4d8EcquSUM,114
MhCI7MtnO3w,130
SdFZEeR8a2s,179
p4lBFrh79OI,177
OaGLdGjlV7Y,124
ntirWguFrfM,178
hqqlSTB5CfU,81
AapjOgixmfQ,90
DHnwNo7Z6Ts,75
akSjCFfKAMo,107
oHAtHxDF6DQ,137
4-hiooEmi-I,172
Dd0f82f8ymk,148
nifcKdVjpbw,194
w71pHLUz2i0,148
VhdCpMoShM4,164
LiZ_h3tUmMs,158
2anI_i9YYf4,153
Mdp4T_G0Xsc,178
x_Gr6RT8Aho,67
qLBpHZ9dUZk,114
YvNjJgJM728,64
K3VNZOc_Wo4,108
NpzigSg-YkI,104
pKHAhc31MOI,157
xM1MNPKYl5g,151
qCYYMqHyPKk,147
GH-oJGZKmq8,152
Ik8q8LDqWiE,130
aazXc06Oycs,153
PIfFHypWnf4,174
5Ka1bqIBXH0,173
kv9QW8UYCDE,128
nKDUDF3cgRA,138
v3bWb5qZMu8,179
ZXyLYqWUffA,112
AjAJNPCQ1Fs,86
ujgbo-_khSM,117
4TsgjtL0Qx4,186
xGeYzlEV5KY,142
cTQRH6MPV3A,112
BGlWalxUId0,142
oeF5tq_zeqU,172
n6mWh_43Azs,98
ns3j2exbdbU,173
8knM2DiWkUk,177
7SojZ1TuMsk,229
MGRJhDyY9ls,133
uWY60oFlfxs,122
w-juhvM7yug,122
bp_GxHYCq90,136
q9Wip3v8h40,85
Q2P2WsgH6mQ,118
lQr3va8emXg,223
_TmztVM7Z4s,180
yvzmLB30MwM,172
_0No4OkGHt4,180
zElzcOQWLLo,177
G_Rd3TcODj4,178
cEezHIqQrEw,121
E-NXKcnsDJ8,146
txQcaXvbRB8,120
ukZg66d96_Q,115
QO0K8wfZrHc,136
516x-cH_Cpk,160
b6vOp7_rI6Q,192
5oEUU8YjUkg,121
10f-q34JJZs,161
CvoAG6pgdC4,99
eKCkxzJFP5M,180
WqWefwlmFmI,127
1yi8Mc-5kLc,129
cazTXFYZ9gw,151
od6IxUWPMcs,174
Z6SklaeTne8,215
xQyVBxABGxw,162
5Qfba1tSw4k,132
g7bQ7ynurn8,75
_2vMtzWb6q0,129
df2QdWqKC6Q,176
7D_6z1EnSik,144
ye38FmLnLBo,168
QAJTgMZpigM,114
O3-W1ng-UWI,156
AtWL0iQxE7U,161
alE17GLFoQE,171
_GAA_LvDQMQ,153
ZBqZpBkiLiI,115
kxvkI8K7fTo,149
vJv647j5Ig4,168
9Q2UjqahNSw,179
wzkoiXWdFzw,99
TBHjt3AyALw,111
7Fj5JAYfWVc,171
-Bxv4jtiR-U,99
g4FOpeshqA8,132
g_O0J66490k,177
5qKySTAWpiY,123
ppaA4P4tr88,174
QQe-fCLVBVU,174
D6MN7T-tnDw,183
aYSdnLgl-FQ,181
2cJGGVlQ8X8,148
mr3L2D4yv-0,126
BW1kpbOz5Eo,53
P1bTMEsYPug,179
xGAAMQLb4ZE,104
kjMmwtxIRbg,177
Bf6FD5UbSns,168
z542q4dYk-0,124
KMI-Sxq9Npg,123
LbCGyHkR0ko,179
XlJpElakwP4,153
3a_nj9e_5bs,165
l3acfaQKSnk,172
0zQAUQGwv4A,183
b0KSEziycmw,158
qItvl5cX4-A,89
_a9IqPr1kdg,129
K8PDbQK7Jro,261
MAi6B_AFhH8,105
bubK4ybEy-Y,124
z-4DtLFGzG0,175
exCuIisMWl0,145
GCdylltS-m8,177
ECirl_sSf-M,132
2LhsuPLvtFk,177
Tg_Z2u4GShE,168
3yjYPrkMGdk,178
C5UD270jxfs,118
_ZLAt3zwEpQ,127
ZJ1UwZPZN6A,154
Xc3bqi1G5xk,184
DJWKWwfURtI,117
rZyjko9lXo0,171
9I-FCJRX2Cc,175
CTpAikAZ2aA,162
w01G5wVBQKs,98
57MtQQ5sm24,197
LlK6pn4qyrc,171
PdgSo4Ts7D4,177
Y0uLpcThaeU,151
Zp6CvBIvqZo,134
EXUzqVIocHI,186
oeQ4HWhPEdA,155
5M4VIDlRYjQ,147
9_LX8b0kmiI,175
melCNhYmwII,131
dCyrhdW9e8M,162
FMDgoOi_HLk,164
YRdXmtGnwCI,121
PywpJSG1dTM,180
mAhhCpdnVkI,166
gSpHZ8Kuh4o,177
OwfT8yTBPYs,120
nLpJ76VuXsA,130
yQVdwJcerjw,171
jVH_NN7phnA,121
2G5KN2wt048,157
jra4awMyUr0,156
gXVvoSa1xBg,176
jKPc2IbQQOQ,167
G6f0w5BRasw,177
K9z6npGGZAM,142
w9-ylaUijdc,176
p6oIR31ZgyA,143
vFPRSImZev4,170
DV_eqkGxAa4,139
ek0jTQAdN8Y,143
j4W7FAGrpiQ,167
zNMpSVorNr0,171
7n9xJpld-0s,118
aBMH3MEYNIg,171
EPj1eq1csm4,178
3tMHSQGSUzc,143
bOqZC-DXvk4,196
LwSsrFFa2Wc,176
BCGzM3s9-1o,162
rb_iLvMVihA,179
l0CbM-jK_eI,132
x2K8I28zejw,167
yJTucB8fH04,177
Q2gFrTuZhFM,115
6eV48Ir-RYc,177
S3-atF715Mg,123
MqIJKnUkGLY,228
uFTd09NNJzo,177
ih9NffWqWgM,148
mkIwuziqr0k,163
KKDCqTCoLQ4,119
3oqt6V9aJIM,179
mu9cObUl8Gg,153
2yZlrJWBLac,156
PX3By_Y0jTA,156
mSsrdFBpuqU,138
kwvSRZG285g,194
slegOy-GQMc,161
N9v6VJLZ8_I,157
n_lSwXF8wfw,130
e0xPCas2tHQ,125
eaFX0rKv2Fc,167
0ePC0mh4rCY,127
9UslcBJkmyc,179
nI6agjxMa2s,132
RbsNzYdNM5I,116
oeKyva3fU1c,149
N_aPyfiVWEE,163
TU_iltXEntg,111
XNUers0BuD4,118
k60eGmxn7Rk,165
slDxIGhBuIE,137
BOKbcDdlAAc,175
DVR6p7Iopec,118
fAdsL7AXW6A,157
YvT0GTWPw0M,109
1SkWbujEeLM,205
a7lxoNJJYEc,177
2_W3saVv0qw,152
-48m6UiKt_0,137
T3zIklxWw44,140
GuMg7x6_8No,177
ucYwV7EWIRU,99
sbIfW_Pf9vk,150
276AIPEK_JA,202
PSpIMEVCsV0,176
cvvBpQoiZpg,132
xm2ztDqbbZE,133
L3aF2hwu8yE,176
fLswSc81mw8,126
wEPZVYQqdMY,179
sf1LMw0a95g,137
WOSAa_l3azw,125
eMgfTq1Z2n8,157
yLtC-gH6ktw,178
GZACBCZQFt8,132
qTANCNgUW2Q,163
WsffSfKc-mw,137
MrWZWfsif3E,131
zpCCg4DtXCU,175
3wXG_J4cPpg,153
hZPz4w3jLXI,156
oe59hoX10vU,131
DGQkgqsHQns,47
tK4GDziddRU,180
ybRy055wBsw,179
-QZzReak2Ck,159
Km2lbJKGAqA,136
PwgxGA6pLhc,136
NLfY3XAZ6c0,90
uQR_i0ydJik,87
8_4rJG5TmBg,172
pjKnwaYJi6Y,131
9vn3DZZHC4s,105
8JhRzlsZPas,142
2vbGcYm8u1o,98
l-GbvgBXi18,148
0tq44zxA0Ao,153
fZNHk9DKvtM,183
xMoCoTO3d-Y,163
ik-n-L9UNTY,179
jEKFfdQEbcg,171
BbyMGiPjDOw,90
HNajZgCe5Pg,157
Lurs1FzrSio,231
kqFgnN10khg,198
alYZ8jQ5L3A,129
vrluM6pe89w,174
oyqIjdFcJVg,67
H9bQdTtfGCU,140
VAb8s41LLCs,126
90EupUjxPIM,142
wdLfTMSAErQ,82
djTx7slpfHI,158
Qzf3SFbaODw,143
qfq5VozCshY,192
0wTKzzRtGqY,146
3nVP-DM1egA,150
UYYIYehBS_s,134
7EcK-LuhzAA,198
ynG2qpTbFP0,209
eJPXQfvokV8,158
WzUMVMrEGnE,158
bqwH3cQUlNA,160
dbnWDDp4s1c,179
LmK0bMGzHpU,124
-s52VEAQmKc,172
9h6w198Yg_Q,52
hH1TgDvC7sY,190
kt1aHAlXi4g,102
kK6P8gN99eo,131
dDqhjzd8wXk,165
VR0NIF6PbCo,144
HMUbL4Vgb2E,135
PMLfJk1X64I,120
r_3ofu2x8qM,130
DAPrbiJaej4,157
padXZANlFwE,159
NXTrMtrTjlI,133
KCg0cDrNQvo,154
KKD0B8uROMI,121
NclH5qEfL5c,178
MsHusoTYzTA,132
eiuVC_cdyIA,125
Or4t1d_h0Y0,172
NVXDwL6XG_c,105
t_FRWUPcR7Y,46
ZlFVmr9iJjc,141
FPpYxPOjtsw,134
6GpeTJqqtG4,128
2HwVVwlGHU0,147
vtu0TbT35UY,179
n2YCseaZK0Q,131
Ot5T_oe47Xs,136
DKqFCG3UTEs,143
LE0TUN0Po7I,145
5YbynyAXAL8,174
XIhDPwuwQdc,170
Tiz3eN3KJRQ,166
gLWaU-LKIwQ,128
J_hkf20P6FM,80
iv8bdd2-Y0w,171
ZQ6XwJOrBiE,107
-4Qk4eACpXI,179
kpFSJhQ_30c,144
vdwWjsJLaJQ,153
q6ObhNBURyY,172
lV2XAU1JzuI,95
vMs9qHAQaZE,156
CpIgfRGUpU0,134
FYDEheLGrKw,111
mRwKWTGCd7Y,122
C3lLA69xOc0,181
WyBvHGU-djg,178
FYUDzpVRYio,167
jiHXahhmzjw,121
G9D_0pXaM68,130
xDe-990DWEw,69
gAbn72Nu_MM,100
JwAVnG8iemw,196
XWAuh7S1zjk,148
KsimmeikE7w,130
Ny0jtHcjrbg,133
S60NRfBYTl4,92
j_z70ZaqWUE,100
6j-vjtJ7PRI,151
2BQoPPpt_9o,174
onO71_aItKA,161
W1c-QSe7uU0,109
yWu4GUFpwWo,96
lLbWBsRVUAU,146
IoRpcIVgtUc,174
U-Sqe0DN_E8,175
nS1ePEA5XeQ,129
0_s8rbNokS4,162
IyFhDTUhX80,115
n9uVWlO0GAs,87
zjdesHuied8,177
Tt-GdLwV4dA,133
eNZnCwkHaDM,175
fr93wwtiKQM,140
eq3vD93GgLs,116
PhRyzmcEOVA,149
1J1osn73VYs,122
bf0eKlTbGtI,131
2thZKjnQnK4,124
ghZ6ntXQp3E,83
twPxMYSEJ-8,179
NP2fSxIpvis,110
5rOdGpkURD8,155
fB5HTcFhCso,188
rlXKgVlILbM,124
R5a3sZiNuu4,181
5vY-zNTuq8E,162
1rP402h6Euo,112
dLxHFwfWIcQ,181
Hsg_ZUoSlCs,127
njnCT6sD1Bk,59
vD6FkjOtIIs,143
3yVGaKmJrUY,172
JWXgBi3HDac,32
-uPSVWxV6d8,153
sfqjgFBIBFQ,63
g_wEMoy_wi0,154
9MhRoo23Wak,187
sSLdFuRVlmc,178
Q85twbu-Vvk,163
VPOd_Y2qFJk,132
XKlt7H8_De0,169
Vl3IiVDwgpY,135
Eh_0E0UdJcc,71
_-4Xy6CjAbw,147
TqivtOAy2No,128
tpmqajLJQz0,162
zjQSWtB7Kp4,110
TLOD07LZw90,162
90j6V8EjSuI,145
4At_9_s2lDY,141
_jF3JZMHL30,102
kidICVXLnRY,112
ddVQoF2TvNQ,113
eTGHFj1kdsI,167
lsmWjQdGHMI,163
0dC7aMWCULU,135
mAD2gJTRSbI,133
MzvFEBBZuwA,145
QzgJIF00Xdw,261
PZeVTlloWxw,172
DjNVqYjp3E4,89
Jo1OjI4Yfv8,188
ijaNlufpcMs,144
SzlHzRvw-MI,95
4TBnG3RuU88,155
UxjYMYu0F8o,111
xax--zcAdss,112
16op1FeUX1A,181
Xz-BR8gyPhg,154
Ey-zuaZV8pM,87
SNHn_jgFxIA,177
SJdUJZ7odoU,134
z-fCbA2aAyg,174
aex6V8aGvxY,176
tqTDKWhqvn4,82
GJwsVhQHggU,162
Eom_iOkd0-I,179
gw4boF1v2YI,118
WZrXR5HAEVw,121
SEtuhB8LEZU,166
QlYSFCvUGoI,159
rGAjkzbV8zw,74
acVDpeSHw44,176
GI67NK5cmxk,135
uJDmoisR-28,153
beearAU0yn0,152
1O9BbPEZRBs,155
DsSvkC4X4Ko,141
TlyHBaAJVbk,167
c4w-IE-Hsqc,124
r3fnCEjvPCQ,43
--QCZKgJt6o,176
lensYsrpsVY,131
XC3h9PPpQtI,134
jTnDuMlebNU,172
YdcWFWm4n6g,114
BtL6iIh95ag,98
vA1fVHBWuBU,156
r8swYmKUGJ0,73
RV0EbFEZpT8,134
izP8mDH8XOc,169
VXx_DVHO0go,120
Lk2gIdLgwz4,127
9QHYm5IVhHI,125
fWRkpKq-9f0,201
n1GlWng3oOQ,179
4kRRDuR7OBM,176
CYQXYJIN3Jw,177
_XSFVQhMC5k,103
IL-_pNnEuk8,179
sR_tidD4M_8,195
KsmXx3hB968,179
E2WZXK79_d0,180
i2xyQnF1kro,95
1c5xWXSWSgo,203
muMv1K99l64,155
6O554p-ovsI,176
NWvUNDAsYqE,72
-arTRBtT9d4,137
QoT8ZUDDmKs,116
r0MABEixxRM,121
Xh8fDMTvNew,104
dbGKS4GQbv4,179
58pw6PJAqZg,149
Mki2fo1Ou-s,140
VP5nSFxqyxo,79
gj_BH6Suku0,153
FrxenZhf78I,136
dIx1J8hHVkw,180
NGkLen8TbHc,92
Go55LztXeQA,146
P4KHpL7ZHlA,179
DU1C6QrVmuU,166
xV0HfZSFsiE,125
JjqnoH4D3mo,111
S9EIFSWUoOc,114
KwZmZ6mybdo,120
5ODDHpmqyWE,123
3v-e25d34pY,183
M9FAInQwCm0,170
-XggDv2QdHg,159
FOeyhFQK19c,164
soynQCpGMz8,185
zjdTL3Z77G8,140
pUmu0VJuwOA,97
nJ1hrmVHUJg,151
d_A4tfEukp4,175
tvxjJd08MMc,132
R6nZpcweYXw,191
CyhOZgd8ahs,96
C83hfoyHHHk,184
0xSSnfRYBQY,179
vwbryjr2BKg,175
-OUuZojE3aM,171
Tr_OzL7mupk,164
s2QlioAboes,181
zYTsJkuEPWQ,63
blQ8Wi0VAn0,144
MwcXLL103vE,178
C0gEMF9Tx7o,149
DUiEMltmojE,172
VPeXTe_6uOc,177
uE8yYJmpxeI,152
jPgV4d4ZmZo,141
4tMdFDBXDpk,181
21b9Nr4VIcI,70
ZLmRWzBjbtU,164
oG-MKxVWwi4,135
O4fYclm_0As,117
XqtGRpyXGXg,123
GUw4G1lDGYE,133
EYHLDJuEUoc,166
u5hpQ0KeRgY,148
0y-Y83y4kKo,168
pQ62TmdWnyI,189
dBif8nb20_g,165
wOSP7YOuOH4,177
MGGGksL1ziM,130
JjfbxBMmXTI,72
lwH4vtb9GA0,125
RY_D9rFoWLo,161
XLqh2vpx6BI,86
Yke_Lkmm5Bc,94
jSnvLrw4YR0,128
pikAt8prREE,146
rDnazOBaF1U,167
eret8dNSTqo,88
XFHh8V9eIaU,178
5tz8013avVU,98
25_58Uww0bc,178
Hp93d2bsfQc,133
FBhqtV3pVe4,170
7LxG9WBUbf8,177
eFrS6uCoMsw,154
q2EU-k9I5yg,134
6KHyMISpE18,180
ytHR10ZesTY,165
TSAdyzdX4eA,168
VpBuUC1P2jo,121
sTcofHd5IlE,103
3WfRT1c7Tz0,159
mEv2dXzZTV0,97
ocXYjytHb40,110
vgEq476aHxk,178
KngGYZgu02o,177
Nz4zu_fSHYY,157
z4cGnSZQni4,177
IMTJSKr7yJA,169
ttEZ7b4Cf9w,180
TmnPP66kwwg,168
HLlaSoozZbM,131
aDq_JsN2Y6c,95
08NzJRNAFGc,130
ROlSjAgE93Q,98
yKv7A92MoBY,148
Zbi-MbMsnIM,161
J38c6k11K3U,149
3KdgZgQRDU0,124
10TW3rcKMtA,106
Cu5F2Z9mKmo,177
3oFSNCmEZyE,130
Tq9zhCo-PTQ,204
C0H2SnzitoM,109
VAnkBQ7eWyc,133
1LwSe_JnByw,151
Tp9iK2u30qQ,173
sL6gDhH7FpE,195
UjjSZfAe8sE,171
ZFGBlZw2kIM,166
qEH9lnYIndY,162
nToATRUkpMI,158
yMe-7hW4evU,176
MpaMbLDTxyY,119
uZpvHkGMn5k,214
XCJxGxYDjQE,170
_pe3ht3F0A4,115
GylxYHpdxVQ,164
ZuCKjnYIRYQ,124
HrYK4U_a6y8,153
xD9G6rUq_5I,171
AAE6HOrW3rk,132
o9dLO77OSao,126
_VEDJMixt3c,147
qIalODmFrZk,197
Fecoe2kJdD0,178
ZPjREKxiNsQ,177
_EpizUY_las,172
Y0TF3T90a8U,147
jy9IGBTGVRQ,190
QiK2W8YshS4,105
pJIGy4zHo6E,126
27moTiftkCc,43
IJe-gy5sR6I,118
npvFfvyT8Pc,95
3A97Vc1eExE,131
ymShdFJoqiw,177
sG_cgDlDyEg,122
PVEIr4MGaT8,182
RWm6781MWb8,122
2fbk5E4JTkI,210
f6Oo9vLtKtA,134
dK2oGZK490w,174
w8mbmSijd4o,186
ilCjx9gigWI,103
fq5JFon-LOs,181
HRJ1g7i0Ob8,130
pQZkA0jRiKo,123
HYqSugRiG5Y,158
V_dtlMkvp2Q,186
tkNKZ8e4aPc,114
UtyiyBw401w,167
O4TI2Nx8RjQ,114
SVQDD7TK-qA,179
S-M0BOzttdg,164
CaIXZsmUl4I,164
oOBu3uqpW1A,152
ltcp0jylvgQ,161
I8gdjJYDJ4o,170
qB311wvyggM,97
_qh-4JFLd-s,158
mbRL9NE5NXk,180
4_p4EAmMa-M,163
ItHtrNSJwDo,127
nBGdf1uWu5A,145
bugH1m4LteI,126
-Dny2rWieIA,84
DI5t1Bxfy90,73
213l0Kv26uQ,114
aZGpjXdKQXw,153
6VUothtoSeM,138
