imdbid,title,year
tt0093660,Nuts,1987.0
tt0120458,Virus,1999.0
tt1564585,Skyline,2010.0
tt0097500,Her Alibi,1989.0
tt0120787,A Perfect Murder,1998.0
tt0113870,Murder in the First,1995.0
tt0444682,The Reaping,2007.0
tt1139668,The Unborn,2009.0
tt1190080,2012,2009.0
tt1385826,The Adjustment Bureau,2011.0
tt2910814,The Signal,2014.0
tt2024469,Non-Stop,2014.0
tt0365907,A Walk Among the Tombstones,2014.0
tt1216491,Kill the Messenger,2014.0
tt0054135,Ocean's Eleven,1960.0
tt2349144,Mississippi Grind,2015.0
tt0264935,Murder by Numbers,2002.0
tt2377322,Deliver Us from Evil,2014.0
tt0102915,Showdown in Little Tokyo,1991.0
tt0367652,Deuce Bigalow: European Gigolo,2005.0
tt0374536,Bewitched,2005.0
tt0095925,Pumpkinhead,1988.0
tt2788710,The Interview,2014.0
tt2170299,Bad Words,2013.0
tt0243655,Wet Hot American Summer,2001.0
tt0448157,Hancock,2008.0
tt0118750,Booty Call,1997.0
tt0110657,The Next Karate Kid,1994.0
tt0120686,Stepmom,1998.0
tt0105121,The People Under the Stairs,1991.0
tt0102492,My Girl,1991.0
tt0164912,Stuart Little,1999.0
tt0243585,Stuart Little 2,2002.0
tt0439815,Slither,2006.0
tt3322364,Concussion,2015.0
tt1232200,That's My Boy,2012.0
tt1564367,Just Go with It,2011.0
tt0960144,You Don't Mess with the Zohan,2008.0
tt0371246,Spanglish,2004.0
tt0389860,Click,2006.0
tt0106379,Being Human,1994.0
tt0088707,American Flyers,1985.0
tt0088680,After Hours,1985.0
tt0274309,24 Hour Party People,2002.0
tt0101701,Delirious,1991.0
tt0100258,Night of the Living Dead,1990.0
tt1282140,Easy A,2010.0
tt0852713,The House Bunny,2008.0
tt0879870,Eat Pray Love,2010.0
tt1114740,Paul Blart: Mall Cop,2009.0
tt0117008,Matilda,1996.0
tt0099204,Cadillac Man,1990.0
tt0097757,The Little Mermaid,1989.0
tt0409182,Poseidon,2006.0
tt0089175,Fright Night,1985.0
tt2241351,Money Monster,2016.0
tt0172493,"Girl, Interrupted",1999.0
tt0112818,Dead Man Walking,1995.0
tt0310793,Bowling for Columbine,2002.0
tt0022913,Freaks,1932.0
tt1535109,Captain Phillips,2013.0
tt4178092,The Gift,2015.0
tt2717822,Blackhat,2015.0
tt0155267,The Thomas Crown Affair,1999.0
tt0063688,The Thomas Crown Affair,1968.0
tt0114134,The Pillow Book,1996.0
tt1596345,Pawn Sacrifice,2014.0
tt4183692,Woodlawn,2015.0
tt0112887,The Doom Generation,1995.0
tt0070460,Day for Night,1973.0
tt3569230,Legend,2015.0
tt3077214,Suffragette,2015.0
tt0318374,The Cooler,2003.0
tt0108026,The Saint of Fort Washington,1993.0
tt1285016,The Social Network,2010.0
tt1568346,The Girl with the Dragon Tattoo,2011.0
tt3850214,Dope,2015.0
tt2473602,Get on Up,2014.0
tt0811080,Speed Racer,2008.0
tt0243133,The Man Who Wasn't There,2001.0
tt0119080,Eve's Bayou,1997.0
tt0065112,Topaz,1969.0
tt0100519,Rosencrantz & Guildenstern Are Dead,1990.0
tt0186508,Buena Vista Social Club,1999.0
tt0205271,Dr. T & the Women,2000.0
tt1632708,Friends with Benefits,2011.0
tt0101698,Defending Your Life,1991.0
tt0210358,Things You Can Tell Just by Looking at Her,2000.0
tt0091934,Shanghai Surprise,1986.0
tt1307068,Seeking a Friend for the End of the World,2012.0
tt0091777,Police Academy 3: Back in Training,1986.0
tt0089822,Police Academy 2: Their First Assignment,1985.0
tt0102395,Mannequin: On the Move,1991.0
tt0093493,Mannequin,1987.0
tt0097758,Little Monsters,1989.0
tt0084745,Swamp Thing,1982.0
tt0263488,Jeepers Creepers,2001.0
tt0097737,Leviathan,1989.0
tt0144814,The Rage: Carrie 2,1999.0
tt2334879,White House Down,2013.0
tt1599348,Safe House,2012.0
tt2140379,Self/less,2015.0
tt0434409,V for Vendetta,2005.0
tt0114576,Sudden Death,1995.0
tt1648179,Here Comes the Boom,2012.0
tt1204975,Last Vegas,2013.0
tt1655460,Wanderlust,2012.0
tt3164256,Rock the Kasbah,2015.0
tt0114852,Village of the Damned,1995.0
tt1284575,Bad Teacher,2011.0
tt1092026,Paul,2011.0
tt0102303,Life Stinks,1991.0
tt0076489,"Oh, God!",1977.0
tt0069495,"What's Up, Doc?",1972.0
tt2719848,Everest,2015.0
tt1121096,Seventh Son,2014.0
tt0386140,The Legend of Zorro,2005.0
tt0091530,The Mission,1986.0
tt3062096,Inferno,2016.0
tt2752772,Sinister 2,2015.0
tt3713166,Unfriended,2014.0
tt2870612,"As Above, So Below",2014.0
tt2239832,Think Like a Man Too,2014.0
tt1621045,Think Like a Man,2012.0
tt1195478,The Five-Year Engagement,2012.0
tt1135503,Julie & Julia,2009.0
tt0457939,The Holiday,2006.0
tt2404435,The Magnificent Seven,2016.0
tt0090927,The Delta Force,1986.0
tt0172156,Bad Boys II,2003.0
tt0099399,Delta Force 2: The Colombian Connection,1990.0
tt0093164,Heat,1986.0
tt0162346,Ghost World,2001.0
tt0130018,I Still Know What You Did Last Summer,1998.0
tt0424136,Hard Candy,2005.0
tt0118564,Affliction,1997.0
tt1872181,The Amazing Spider-Man 2,2014.0
tt0990407,The Green Hornet,2011.0
tt0164052,Hollow Man,2000.0
tt0101846,F/X2,1991.0
tt0089118,F/X,1986.0
tt3721936,American Honey,2016.0
tt0401420,Fierce People,2005.0
tt0492044,The Haunting in Connecticut,2009.0
tt0098994,"After Dark, My Sweet",1990.0
tt1457765,The Haunting in Connecticut 2: Ghosts of Georgia,2013.0
tt3470600,Sing,2016.0
tt4302938,Kubo and the Two Strings,2016.0
tt0479500,Nancy Drew,2007.0
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010.0
tt0183790,A Knight's Tale,2001.0
tt0047795,Abbott and Costello Meet the Mummy,1955.0
tt4263482,The Witch,2015.0
tt0288477,Ghost Ship,2002.0
tt0093091,Ghoulies II,1987.0
tt0472458,Dumplings,2004.0
tt1700841,Sausage Party,2016.0
tt0119109,Fathers' Day,1997.0
tt0101745,Doc Hollywood,1991.0
tt0099077,Awakenings,1990.0
tt0097236,Dream a Little Dream,1989.0
tt4382872,Extraction,2015.0
tt2923316,American Heist,2014.0
tt4195278,Bana Masal Anlatma,2015.0
tt3598222,Mercenaries,2014.0
tt3106120,See No Evil 2,2014.0
tt1043791,Dead Wood,2007.0
tt0279688,Beyond the Wall of Sleep,2006.0
tt2396701,The Haunting of Whaley House,2012.0
tt2240312,Hold Your Breath,2012.0
tt1658801,Freeheld,2015.0
tt1489889,Central Intelligence,2016.0
tt2702724,The Boss,2016.0
tt2245003,Miss You Already,2015.0
tt1767372,She's Funny That Way,2014.0
tt4019560,Exposed,2016.0
tt1274586,Dying of the Light,2014.0
tt2381991,The Huntsman: Winter's War,2016.0
tt0985025,Dark Floors,2008.0
tt3307726,Bermuda Tentacles,2014.0
tt2493486,Last Knights,2015.0
tt2552498,Jack the Giant Killer,2013.0
tt4145350,Hansel vs. Gretel,2015.0
tt1509767,The Three Musketeers,2011.0
tt1572491,Balada triste de trompeta,2010.0
tt1031280,Splinter,2008.0
tt2872810,Mischief Night,2013.0
tt1982735,Killer Holiday,2013.0
tt0286306,Deathwatch,2002.0
tt0443435,Autopsy,2008.0
tt3384904,Apocalypse Pompeii,2014.0
tt2300975,Jessabelle,2014.0
tt1331307,Dread,2008.0
tt0492486,Shrooms,2007.0
tt3614530,Jem and the Holograms,2015.0
tt2005374,The Frozen Ground,2013.0
tt0382943,Return to Sleepaway Camp,2008.0
tt1757742,Emergo,2011.0
tt2474438,Attila Marcel,2013.0
tt1366365,The Cold Light of Day,2012.0
tt2395199,Enemies Closer,2013.0
tt2012665,Repentance,2013.0
tt3036676,Beyond Justice,2014.0
tt1014763,Child 44,2015.0
tt2304953,Reasonable Doubt,2014.0
tt1730294,For the Love of Money,2012.0
tt0269743,Barking Dogs Never Bite,2000.0
tt3202890,Reclaim,2014.0
tt0928375,Legend of the Bog,2009.0
tt2108605,Bigfoot County,2012.0
tt1876261,Bigfoot,2012.0
tt2457138,Battledogs,2013.0
tt1956620,Sex Tape,2014.0
tt2166934,My Man Is a Loser,2014.0
tt3203890,Pulling Strings,2013.0
tt2378281,No se aceptan devoluciones,2013.0
tt1278449,Sound of Noise,2010.0
tt2382396,Joe,2013.0
tt0107302,Kalifornia,1993.0
tt3093522,Anarchy: Ride or Die,2014.0
tt1396523,Revenge of the Green Dragons,2014.0
tt1663207,Life of Crime,2013.0
tt1972571,A Most Wanted Man,2014.0
tt1754656,The Little Prince,2015.0
tt1614989,Hodejegerne,2011.0
tt0479162,Special,2006.0
tt1617661,Jupiter Ascending,2015.0
tt2223990,Draft Day,2014.0
tt1621046,Cesar Chavez,2014.0
tt2103264,Emperor,2012.0
tt1811307,Burning Blue,2013.0
tt2106476,The Hunt,2012.0
tt1713476,The Bay,2012.0
tt1134854,Survival of the Dead,2009.0
tt3233418,Spare Parts,2015.0
tt2725962,What We Did on Our Holiday,2014.0
tt0391024,Control Room,2004.0
tt2017020,The Smurfs 2,2013.0
tt0472181,The Smurfs,2011.0
tt1130088,Is Anybody There?,2008.0
tt2094064,Much Ado About Nothing,2012.0
tt1833888,Angels Sing,2013.0
tt1815862,After Earth,2013.0
tt0490181,Mutant Chronicles,2008.0
tt1865393,Hellbenders,2012.0
tt0407304,War of the Worlds,2005.0
tt1321870,Gangster Squad,2013.0
tt1595656,To the Wonder,2012.0
tt1667889,Ice Age: Continental Drift,2012.0
tt0097322,The Fabulous Baker Boys,1989.0
tt1389096,Stand Up Guys,2012.0
tt2094018,Hours,2013.0
tt1747958,Blood Ties,2013.0
tt1551621,Raging Phoenix,2009.0
tt1535108,Elysium,2013.0
tt1764183,Arbitrage,2012.0
tt1770734,Shadow Dancer,2012.0
tt0079592,Murder by Decree,1979.0
tt1132130,2012: Doomsday,2008.0
tt1386703,Total Recall,2012.0
tt0450336,Blood Creek,2009.0
tt0457572,Fido,2006.0
tt0780607,The Signal,2007.0
tt0480669,Los cronocrímenes,2007.0
tt1758830,This Is 40,2012.0
tt1931435,The Big Wedding,2013.0
tt1878942,Date and Switch,2014.0
tt1839654,The Magic of Belle Isle,2012.0
tt0057187,Irma la Douce,1963.0
tt0094678,Arthur 2: On the Rocks,1988.0
tt0369672,A Love Song for Bobby Long,2004.0
tt0099797,The Hot Spot,1990.0
tt1270262,The Devil's Double,2011.0
tt1629705,Blackthorn,2011.0
tt1386588,The Other Guys,2010.0
tt1531663,Everything Must Go,2010.0
tt0093693,Overboard,1987.0
tt0095684,My Best Friend Is a Vampire,1987.0
tt1436432,MegaFault,2009.0
tt1240982,Your Highness,2011.0
tt0087078,Conan the Destroyer,1984.0
tt1181791,Black Death,2010.0
tt0109835,Frank & Jesse,1994.0
tt0433412,Material Girls,2006.0
tt1221208,Frankie & Alice,2010.0
tt0094321,Who's That Girl,1987.0
tt0114614,Tank Girl,1995.0
tt0399901,Woman Thou Art Loosed,2004.0
tt0111301,Street Fighter,1994.0
tt1155076,The Karate Kid,2010.0
tt1458175,The Next Three Days,2010.0
tt0460810,The Great Buck Howard,2008.0
tt0486358,Jesus Camp,2006.0
tt0944835,Salt,2010.0
tt0113855,Mortal Kombat,1995.0
tt0397044,Blood and Chocolate,2007.0
tt1462758,Buried,2010.0
tt0478188,King of the Lost World,2005.0
tt0305357,Charlie's Angels: Full Throttle,2003.0
tt0338216,Lucky You,2007.0
tt0104438,Honeymoon in Vegas,1992.0
tt1235796,Ondine,2009.0
tt0460740,Cashback,2006.0
tt0286716,Hulk,2003.0
tt0352277,De-Lovely,2004.0
tt0077294,Capricorn One,1977.0
tt0055031,Judgment at Nuremberg,1961.0
tt0053946,Inherit the Wind,1960.0
tt0061418,Bonnie and Clyde,1967.0
tt0062765,Bullitt,1968.0
tt0032599,His Girl Friday,1940.0
tt0233277,Back to the Secret Garden,2000.0
tt0109279,Black Beauty,1994.0
tt1895587,Spotlight,2015.0
tt1024648,Argo,2012.0
tt0810819,The Danish Girl,2015.0
tt0048545,Rebel Without a Cause,1955.0
tt0049730,The Searchers,1956.0
tt0475290,"Hail, Caesar!",2016.0
tt3203606,Trumbo,2015.0
tt0033467,Citizen Kane,1941.0
tt1790885,Zero Dark Thirty,2012.0
tt4438848,Bad Neighbours 2,2016.0
tt1971352,Compliance,2012.0
tt0100935,Wild at Heart,1990.0
tt0056193,Lolita,1962.0
tt4530832,Road Wars,2015.0
tt1232829,21 Jump Street,2012.0
tt3534282,Don Verdean,2015.0
tt3457734,Fort Tilden,2014.0
tt1783732,John Dies at the End,2012.0
tt4094724,The Purge: Election Year,2016.0
tt3079016,We'll Never Have Paris,2014.0
tt1440732,Bel Ami,2012.0
tt3746298,Vendetta,2015.0
tt2869728,Ride Along 2,2016.0
tt3760922,My Big Fat Greek Wedding 2,2016.0
tt1334537,Humpday,2009.0
tt0083739,Class of 1984,1982.0
tt0071517,Foxy Brown,1974.0
tt3960412,Popstar: Never Stop Never Stopping,2016.0
tt0366551,Harold & Kumar Get the Munchies,2004.0
tt0910936,Pineapple Express,2008.0
tt4196776,Jason Bourne,2016.0
tt0149261,Deep Blue Sea,1999.0
tt0107362,Last Action Hero,1993.0
tt1290471,The Day the Earth Stopped,2008.0
tt2191701,Grown Ups 2,2013.0
tt1375670,Grown Ups,2010.0
tt3499424,Hercules Reborn,2014.0
tt1663662,Pacific Rim,2013.0
tt7069210,The Conjuring 3,2020.0
tt3276924,Heist,2015.0
tt2547172,Larry Gaye: Renegade Male Flight Attendant,2015.0
tt3393070,Android Cop,2014.0
tt2709768,The Secret Life of Pets,2016.0
tt0400717,Open Season,2006.0
tt0423294,Surf's Up,2007.0
tt0787470,Gary the Tennis Coach,2009.0
tt1276419,A Royal Affair,2012.0
tt0803096,Warcraft: The Beginning,2016.0
tt1133985,Green Lantern,2011.0
tt3672840,Tian jiang xiong shi,2015.0
tt2216240,A Hijacking,2012.0
tt2310332,The Hobbit: The Battle of the Five Armies,2014.0
tt1170358,The Hobbit: The Desolation of Smaug,2013.0
tt0903624,The Hobbit: An Unexpected Journey,2012.0
tt1507566,Fake,2011.0
tt0988045,Sherlock Holmes,2009.0
tt1656186,Stolen,2012.0
tt2097307,Hit and Run,2012.0
tt1951265,The Hunger Games: Mockingjay - Part 1,2014.0
tt0844471,Cloudy with a Chance of Meatballs,2009.0
tt1766094,So Undercover,2012.0
tt2024506,Straight A's,2013.0
tt1374992,Upside Down,2012.0
tt0770828,Man of Steel,2013.0
tt0067992,Willy Wonka & the Chocolate Factory,1971.0
tt1646987,Wrath of the Titans,2012.0
tt2383068,The Sacrament,2013.0
tt0105698,Universal Soldier,1992.0
tt0024216,King Kong,1933.0
tt1709143,The Last Days on Mars,2013.0
tt1578882,Elephant White,2011.0
tt2279339,Christmas with the Coopers,2015.0
tt5323662,A Silent Voice,2016.0
tt0800320,Clash of the Titans,2010.0
tt0120912,Men in Black II,2002.0
tt1392190,Mad Max: Fury Road,2015.0
tt1985949,Angry Birds,2016.0
tt2379713,Spectre,2015.0
tt1409024,Men in Black 3,2012.0
tt0120685,Godzilla,1998.0
tt1985966,Cloudy with a Chance of Meatballs 2,2013.0
tt0097647,The Karate Kid Part III,1989.0
tt0091326,The Karate Kid Part II,1986.0
tt1234721,RoboCop,2014.0
tt1217613,Battle Los Angeles,2011.0
tt2637294,Hot Tub Time Machine 2,2015.0
tt2967224,Hot Pursuit,2015.0
tt1355630,If I Stay,2014.0
tt0089853,The Purple Rose of Cairo,1985.0
tt3850590,Krampus,2015.0
tt0119282,Hercules,1997.0
tt0296572,The Chronicles of Riddick,2004.0
tt0259324,Ghost Rider,2007.0
tt3628584,Barbershop: A Fresh Cut,2016.0
tt0948470,The Amazing Spider-Man,2012.0
tt0413300,Spider-Man 3,2007.0
tt1038686,Legion,2010.0
tt0091167,Hannah and Her Sisters,1986.0
tt0079522,Manhattan,1979.0
tt0316654,Spider-Man 2,2004.0
tt0075686,Annie Hall,1977.0
tt1289401,Ghostbusters,2016.0
tt3530002,The Night Before,2015.0
tt1430607,Arthur Christmas,2011.0
tt1430626,The Pirates! In an Adventure with Scientists!,2012.0
tt2510894,Hotel Transylvania 2,2015.0
tt0837562,Hotel Transylvania,2012.0
tt1051904,Goosebumps,2015.0
tt1288558,Evil Dead,2013.0
tt4052882,The Shallows,2016.0
tt7264080,"I Love You, Daddy",2017.0
tt1496025,Underworld Awakening,2012.0
tt0834001,Underworld: Rise of the Lycans,2009.0
tt0401855,Underworld: Evolution,2006.0
tt0271263,Eight Crazy Nights,2002.0
tt0385880,Monster House,2006.0
tt0119345,I Know What You Did Last Summer,1997.0
tt0115963,The Craft,1996.0
tt0808151,Angels & Demons,2009.0
tt0373051,Journey to the Center of the Earth,2008.0
tt2236182,Rise of the Zombies,2012.0
tt2978716,Zombie Night,2013.0
tt2621126,Mindless Behavior: All Around the World,2013.0
tt2518926,Age of Dinosaurs,2013.0
tt1020558,Centurion,2010.0
tt0108149,Six Degrees of Separation,1993.0
tt1623745,Little Birds,2011.0
tt1692084,High Road,2011.0
tt1634121,Intruders,2011.0
tt0988849,Donkey Punch,2008.0
tt1016268,Enron: The Smartest Guys in the Room,2005.0
tt3064298,Man Up,2015.0
tt2051894,Home Run,2013.0
tt4034228,Manchester by the Sea,2016.0
tt2345112,Parkland,2013.0
tt0038109,Spellbound,1945.0
tt0097239,Driving Miss Daisy,1989.0
tt3168230,Mr. Holmes,2015.0
tt0032976,Rebecca,1940.0
tt1876547,Zombie Apocalypse,2011.0
tt3567288,The Visit,2015.0
tt1623288,ParaNorman,2012.0
tt0063350,Night of the Living Dead,1968.0
tt1204977,Ouija,2014.0
tt0298388,Jonah: A VeggieTales Movie,2002.0
tt0339291,A Series of Unfortunate Events,2004.0
tt0112642,Casper,1995.0
tt0134847,Pitch Black,2000.0
tt0905372,The Thing,2011.0
tt1440129,Battleship,2012.0
tt0023245,The Mummy,1932.0
tt0085636,Halloween III: Season of the Witch,1982.0
tt0082495,Halloween II,1981.0
tt0116365,The Frighteners,1996.0
tt0780653,The Wolfman,2010.0
tt0103956,Child's Play 3,1991.0
tt0099253,Child's Play 2,1990.0
tt2230358,Curse of Chucky,2013.0
tt0387575,Seed of Chucky,2004.0
tt0144120,Bride of Chucky,1998.0
tt1850457,Sisters,2015.0
tt3321300,Spooks: The Greater Good,2015.0
tt0091778,Poltergeist II: The Other Side,1986.0
tt0092076,The Texas Chainsaw Massacre 2,1986.0
tt1659216,Spiders 3D,2013.0
tt0860462,Mercury Man,2006.0
tt3453772,Asteroid vs Earth,2014.0
tt0068762,Jeremiah Johnson,1972.0
tt0452694,The Time Traveller's Wife,2009.0
tt2554274,Crimson Peak,2015.0
tt2581244,Life After Beth,2014.0
tt1491044,The Iceman,2012.0
tt1341341,Ceremony,2010.0
tt0093223,House of Games,1987.0
tt2292182,Shark Week,2012.0
tt1927093,Fred 2: Night of the Living Fred,2011.0
tt2236160,Nightlight,2015.0
tt2490326,Cooties,2014.0
tt0093300,Jaws: The Revenge,1987.0
tt0077766,Jaws 2,1978.0
tt2080374,Steve Jobs,2015.0
tt0061747,Hang 'Em High,1968.0
tt0468492,The Host,2006.0
tt0079261,Hair,1979.0
tt2195548,Prince Avalanche,2013.0
tt1536410,Faces in the Crowd,2011.0
tt1524575,The Vatican Tapes,2015.0
tt3605418,Knock Knock,2015.0
tt2473682,Paranormal Activity: The Marked Ones,2014.0
tt2109184,Paranormal Activity 4,2012.0
tt2205697,Stuck in Love.,2012.0
tt2708254,Life of a King,2013.0
tt2226519,Plush,2013.0
tt0781008,Band Camp Dirty Diary: American Pie Presents Band Camp DVD,2005.0
tt1602472,2 Days in New York,2012.0
tt1350512,The Terminators,2009.0
tt1640548,Rampart,2011.0
tt0480271,Van Wilder 2: The Rise of Taj,2006.0
tt1748179,Red Lights,2012.0
tt0970866,Little Fockers,2010.0
tt0068897,The Magnificent Seven Ride!,1972.0
tt0805564,Lars and the Real Girl,2007.0
tt0091983,Something Wild,1986.0
tt0102744,Quigley Down Under,1990.0
tt0098577,Vampire's Kiss,1988.0
tt0095082,Eight Men Out,1988.0
tt0089504,Lost in America,1985.0
tt0106387,Benny & Joon,1993.0
tt1368116,Merantau,2009.0
tt0997147,Dai-Nihonjin,2007.0
tt1634122,Johnny English Reborn,2011.0
tt1959490,Noah,2014.0
tt1156300,Deadtime Stories 2,2011.0
tt1334526,Deadtime Stories,2009.0
tt1618442,The Last Witch Hunter,2015.0
tt1705773,Mega Shark vs. Crocosaurus,2010.0
tt1350498,Mega Shark vs. Giant Octopus,2009.0
tt1582248,Injustice,2011.0
tt2231253,Wild Card,2015.0
tt0044081,A Streetcar Named Desire,1951.0
tt2870708,Wish I Was Here,2014.0
tt1666801,The Duff,2015.0
tt3045616,Mortdecai,2015.0
tt1674784,Trespass,2011.0
tt1778304,Paranormal Activity 3,2011.0
tt1536044,Paranormal Activity 2,2010.0
tt1748122,Moonrise Kingdom,2012.0
tt2202385,Because I Love You,2012.0
tt0089017,Desperately Seeking Susan,1985.0
tt0810817,The Da Vinci Treasure,2006.0
tt0061811,In the Heat of the Night,1967.0
tt0785035,Ong Bak 2,2008.0
tt0081455,Scanners,1981.0
tt0047472,Seven Brides for Seven Brothers,1954.0
tt0274166,Johnny English,2003.0
tt0085382,Cujo,1983.0
tt0086525,Valley Girl,1983.0
tt1480295,Killing Season,2013.0
tt0089907,The Return of the Living Dead,1985.0
tt1605630,American Reunion,2012.0
tt0068833,The Last House on the Left,1972.0
tt1649444,[Rec]³: Génesis,2012.0
tt1655441,The Age of Adaline,2015.0
tt1245112,[Rec]²,2009.0
tt0816711,World War Z,2013.0
tt1925518,Warrior King 2,2013.0
tt1932767,What Maisie Knew,2012.0
tt3316948,American Ultra,2015.0
tt0029947,Bringing Up Baby,1938.0
tt0993846,The Wolf of Wall Street,2013.0
tt3397884,Sicario,2015.0
tt1592281,Take This Waltz,2011.0
tt1376709,I Love You Too,2010.0
tt0787474,The Boxtrolls,2014.0
tt4547120,San Andreas Quake,2015.0
tt0290747,Man-Thing,2005.0
tt1529572,Trust,2010.0
tt0096787,All Dogs Go to Heaven,1989.0
tt0238546,Queen of the Damned,2002.0
tt1453403,William Vincent,2010.0
tt1825157,The Double,2013.0
tt0453451,Mr. Bean's Holiday,2007.0
tt1853739,You're Next,2011.0
tt2039345,Grand Piano,2013.0
tt2235108,Dear White People,2014.0
tt0084649,The Secret of NIMH,1982.0
tt1302067,Yogi Bear,2010.0
tt0379786,Serenity,2005.0
tt0087365,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984.0
tt3181822,The Boy Next Door,2015.0
tt4566574,Mega Shark vs. Kolossus,2015.0
tt0975645,Hitchcock,2012.0
tt0086856,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984.0
tt1951266,The Hunger Games: Mockingjay - Part 2,2015.0
tt2908446,Insurgent,2015.0
tt2872750,Shaun the Sheep Movie,2015.0
tt0470752,Ex Machina,2014.0
tt1356864,I'm Still Here,2010.0
tt1116184,Jackass 3D,2010.0
tt2626350,Step Up All In,2014.0
tt0107983,Romeo Is Bleeding,1993.0
tt1229340,Anchorman 2: The Legend Continues,2013.0
tt1229238,Mission: Impossible - Ghost Protocol,2011.0
tt1583421,G.I. Joe: Retaliation,2013.0
tt0493430,Jackass Number Two,2006.0
tt2333784,The Expendables 3,2014.0
tt0286788,What a Girl Wants,2003.0
tt0120800,The Magic Sword: Quest for Camelot,1998.0
tt1571249,The Skeleton Twins,2014.0
tt3899796,Sharknado 3: Oh Hell No!,2015.0
tt1680138,Mega Python vs. Gatoroid,2011.0
tt1450321,Filth,2013.0
tt1587807,Mega Piranha,2010.0
tt2637276,Ted 2,2015.0
tt0104040,The Cutting Edge,1992.0
tt2109248,Transformers: Age of Extinction,2014.0
tt1399103,Transformers: Dark of the Moon,2011.0
tt1055369,Transformers: Revenge of the Fallen,2009.0
tt1792794,Almighty Thor,2011.0
tt0113243,Hackers,1995.0
tt2246549,Abraham Lincoln vs. Zombies,2012.0
tt0337579,Barbershop 2: Back in Business,2004.0
tt0388500,Beauty Shop,2005.0
tt0097576,Indiana Jones and the Last Crusade,1989.0
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008.0
tt0071360,The Conversation,1974.0
tt0077745,Invasion of the Body Snatchers,1978.0
tt1137470,Accidental Love,2015.0
tt2023587,Mama,2013.0
tt1440161,A Little Bit of Heaven,2011.0
tt1403981,Remember Me,2010.0
tt1699755,Peeples,2013.0
tt2024432,Identity Thief,2013.0
tt1649419,The Impossible,2012.0
tt3062074,Sharknado 2: The Second One,2014.0
tt2724064,Sharknado,2013.0
tt1772925,Jiro Dreams of Sushi,2011.0
tt0094074,Superman IV: The Quest for Peace,1987.0
tt0086393,Superman III,1983.0
tt1263670,Crazy Heart,2009.0
tt0162222,Cast Away,2000.0
tt0087469,Indiana Jones and the Temple of Doom,1984.0
tt0082971,Raiders of the Lost Ark,1981.0
tt1305583,Our Family Wedding,2010.0
tt0814255,Percy Jackson & the Lightning Thief,2010.0
tt0949731,The Happening,2008.0
tt0416212,The Secret Life of Bees,2008.0
tt0311429,The League of Extraordinary Gentlemen,2003.0
tt0056197,The Longest Day,1962.0
tt2553908,Cinco de Mayo: La batalla,2013.0
tt0848537,Epic,2013.0
tt1389137,We Bought a Zoo,2011.0
tt1033575,The Descendants,2011.0
tt1279935,Date Night,2010.0
tt1033643,What Happens in Vegas,2008.0
tt0429493,The A-Team,2010.0
tt2345613,Leprechaun: Origins,2014.0
tt1194173,The Bourne Legacy,2012.0
tt1408101,Star Trek into Darkness,2013.0
tt0083550,Amityville II: The Possession,1982.0
tt2293640,Minions,2015.0
tt2911666,John Wick,2014.0
tt2235779,The Quiet Ones,2014.0
tt1807944,As I Lay Dying,2013.0
tt1932718,Thanks for Sharing,2012.0
tt1935179,Mud,2012.0
tt2051879,Europa Report,2013.0
tt1155592,Man on Wire,2008.0
tt1398426,Straight Outta Compton,2015.0
tt2975578,The Purge: Anarchy,2014.0
tt2093977,Crush,2013.0
tt1196948,The Necessary Death of Charlie Countryman,2013.0
tt0044953,The Naked Spur,1953.0
tt0120654,Dirty Work,1998.0
tt0040872,They Live by Night,1948.0
tt1294970,The Angriest Man in Brooklyn,2014.0
tt2458106,Ninja: Shadow of a Tear,2013.0
tt0082332,Enter the Ninja,1981.0
tt1809398,Unbroken,2014.0
tt1470023,MacGruber,2010.0
tt1139797,Let the Right One In,2008.0
tt0378109,Into the Blue,2005.0
tt2322441,Fifty Shades of Grey,2015.0
tt0478304,The Tree of Life,2011.0
tt0822832,Marley & Me,2008.0
tt1131734,Jennifer's Body,2009.0
tt0432283,Fantastic Mr. Fox,2009.0
tt1698648,Girl Most Likely,2012.0
tt0109370,Canadian Bacon,1995.0
tt1659337,The Perks of Being a Wallflower,2012.0
tt1592873,LOL,2012.0
tt1735898,Snow White and the Huntsman,2012.0
tt1935896,The ABCs of Death,2012.0
tt0113161,Get Shorty,1995.0
tt0408524,Bad News Bears,2005.0
tt1496422,The Paperboy,2012.0
tt0120184,Sphere,1998.0
tt0078227,Semi-Tough,1977.0
tt2450186,V/H/S/2,2013.0
tt2105044,V/H/S,2012.0
tt0835418,The Babymakers,2012.0
tt1155056,"I Love You, Man",2009.0
tt3152624,Trainwreck,2015.0
tt2872732,Lucy,2014.0
tt2004420,Bad Neighbours,2014.0
tt2096672,Dumb and Dumber To,2014.0
tt1596350,This Means War,2012.0
tt1412386,The Best Exotic Marigold Hotel,2011.0
tt0356680,The Family Stone,2005.0
tt2382009,Nymphomaniac: Vol. II,2013.0
tt1091191,Lone Survivor,2013.0
tt1937390,Nymphomaniac: Vol. I,2013.0
tt2349460,Grace Unplugged,2013.0
